payment_date,payment_month,supplier,expense_type,expense_area,supplier_type,supplier_post_code,amount,transaction_number,description
2024-01-09,2024-01-01 00:00:00,HERIOT-WATT UNIVERSITY,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Eh14 4as,26716.57,562759,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-01-09,2024-01-01 00:00:00,UNIVERSITY OF OXFORD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Ox1 2xn,75378.01,562765,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-01-09,2024-01-01 00:00:00,ASHURST LLP,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Vendor,E1 6pw,389858.25,562891,Desnz - Great British Nuclear-external Legal Advice And Service
2024-01-09,2024-01-01 00:00:00,VISIONIST LTD,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Bh24 3fg,109436.0,562730,Ics - Admin-outsourced Technical Support
2024-01-09,2024-01-01 00:00:00,GLASS FUTURES LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,S35 2py,30292.88,562821,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other
2024-01-09,2024-01-01 00:00:00,VISIONIST LTD,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Bh24 3fg,331373.0,562732,Ics - Admin-outsourced Technical Support
2024-01-10,2024-01-01 00:00:00,SOLTEN FZCO,Pr & Marketing Advice & Services,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Vendor,Po Box 79998,26997.08,559442,Desnz - Devolved Admin-pr & Marketing Advice & Services
2024-01-10,2024-01-01 00:00:00,AMAZON WEB SERVICES EMEA SARL,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Ec2a 2fa,66516.84,561769,Ics - Admin-purchase Of Intangible Software
2024-01-10,2024-01-01 00:00:00,LUNTS CASTINGS LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Grant,B21 0bj,60916.0,563213,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies
2024-01-10,2024-01-01 00:00:00,4C ASSOCIATES LTD,Consultancy Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,W6 7jp,49350.0,563187,Desnz - Net Zero Costs - Admin-consultancy Expenditure
2024-01-10,2024-01-01 00:00:00,TURNER AND TOWNSEND PROJECT MANAGEMENT LTD,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Ls18 4gh,105451.51,555172,Desnz - Social Housing Decarbonisation Fund (Shdf)-Administration Of Grants And Awards
2024-01-10,2024-01-01 00:00:00,TURNER AND TOWNSEND PROJECT MANAGEMENT LTD,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Ls18 4gh,239386.95,558157,Desnz - Social Housing Decarbonisation Fund (Shdf)-Administration Of Grants And Awards
2024-01-10,2024-01-01 00:00:00,NAYLOR INDUSTRIES PLC,Subsidies To The Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,S73 0bs,42541.99,563207,Desnz - Industrial Energy Transformation Scheme-subsidies To The Private Sector - Companies
2024-01-10,2024-01-01 00:00:00,ASHURST LLP,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Vendor,E1 6pw,235742.4,563186,Desnz - Hydrogen And Industrial Energy Business Models-consultancy Expenditure
2024-01-10,2024-01-01 00:00:00,ASHURST LLP,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Vendor,E1 6pw,455555.8,561371,Desnz - Great British Nuclear-external Legal Advice And Service
2024-01-10,2024-01-01 00:00:00,NATURAL WORLD PRODUCTS LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Grant,Bt17 0lh,52660.0,563189,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies
2024-01-10,2024-01-01 00:00:00,ASHURST LLP,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Vendor,E1 6pw,35184.64,561360,Desnz - Great British Nuclear-external Legal Advice And Service
2024-01-10,2024-01-01 00:00:00,TURNER AND TOWNSEND PROJECT MANAGEMENT LTD,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Ls18 4gh,101213.24,555172,Desnz - Social Housing Decarbonisation Fund (Shdf)-Administration Of Grants And Awards
2024-01-10,2024-01-01 00:00:00,OFFICE FOR NUCLEAR REGULATION,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Vendor,Np10 8fz,45026.05,563173,Desnz - Devolved Admin-misc. Non Procurement Spend
2024-01-11,2024-01-01 00:00:00,UK ATOMIC ENERGY AUTHORITY (UKAEA),Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Wga Only,Ox14 3db,24541617.29,563696,Desnz - Ukaea Financing-grant-in-aid To Arms Length Bodies
2024-01-11,2024-01-01 00:00:00,NATIONAL NUCLEAR LABORATORY LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Wa3 6ae,160989.79,563414,Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other
2024-01-11,2024-01-01 00:00:00,CALDERA HEAT BATTERIES LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Po15 5tx,199799.83,563647,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other
2024-01-11,2024-01-01 00:00:00,ATOMISING SYSTEMS LTD,Subsidies To The Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Grant,S9 5nf,307640.85,563365,Desnz - Industrial Energy Transformation Scheme-subsidies To The Private Sector - Companies
2024-01-11,2024-01-01 00:00:00,CABINET OFFICE,Fast Stream - Full Cost,Desnz - Corporate Services - Desnz - Human Resources,Wga Only,Np10 8fz,202400.0,563221,Desnz - Devolved Admin-fast Stream - Full Cost
2024-01-11,2024-01-01 00:00:00,ERNST AND YOUNG LLP,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Vendor,Se1 2af,107280.0,550029,Desnz - Devolved Admin-other Professional Services
2024-01-11,2024-01-01 00:00:00,OXFORD COMPUTER CONSULTANT LTD,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Vendor,Ox1 2ep,27841.25,561021,Desnz - Dwp Warm Home Discount Delivery-outsourced Programme Management
2024-01-11,2024-01-01 00:00:00,BROOKCOURT SOLUTIONS LTD,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Wc1n 3es,53228.4,559466,Ics - Admin-other It Consultancy
2024-01-11,2024-01-01 00:00:00,LATENT DRIVE LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Dt2 8zb,68382.43,563410,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-01-11,2024-01-01 00:00:00,CONCRETE4CHANGE LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Ng7 2qj,87291.5,563368,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-01-11,2024-01-01 00:00:00,BARCLAYS BANK PLC,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Vendor,E14 5hp,150000.0,563631,Desnz - New Nuclear Sizewell C (Net Zero)-Consultancy Expenditure
2024-01-11,2024-01-01 00:00:00,UK ATOMIC ENERGY AUTHORITY (UKAEA),Utilisation Of Provisions - Early Departure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Wga Only,Ox14 3db,1887816.71,563696,Desnz - Ukaea Restructuring-utilisation Of Provisions - Early Departure
2024-01-11,2024-01-01 00:00:00,OXFORD COMPUTER CONSULTANT LTD,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Vendor,Ox1 2ep,31365.0,560890,Desnz - Dwp Warm Home Discount Delivery-outsourced Programme Management
2024-01-11,2024-01-01 00:00:00,BYTES SOFTWARE SERVICES LTD,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Kt22 7tw,167419.07,561292,Ics - Admin-other It Consultancy
2024-01-11,2024-01-01 00:00:00,LAMBDA ENERGY LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Mk43 0al,96155.74,563359,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-01-11,2024-01-01 00:00:00,SUPERCRITICAL SOLUTIONS LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,W5 1hs,206619.2,563401,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other
2024-01-11,2024-01-01 00:00:00,EUROPEAN METAL RECYCLING LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Grant,Wa5 7ns,32462.52,563362,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies
2024-01-11,2024-01-01 00:00:00,RESTORE PLC,Storage And Distribution,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Rh1 5dy,29417.16,563223,Desnz - Desnz Corporate Services Admin-storage And Distribution
2024-01-11,2024-01-01 00:00:00,FIVIUM LTD,It Hosting Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Vendor,W1f 7ld,39703.5,563354,Desnz - Devolved Admin-it Hosting Services
2024-01-11,2024-01-01 00:00:00,AECOM LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Wc1v 6qs,158295.0,563346,Desnz - Hndu Pipeline And Related Expenditure-research And Development Expenditure
2024-01-11,2024-01-01 00:00:00,NEWPORT CITY HOMES ASSOCIATION LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Np20 2dw,2174082.98,563665,Desnz - Net Zero Costs - Admin-capital Grants To Private Sector - Companies
2024-01-11,2024-01-01 00:00:00,KELLOGG COMPANY OF GREAT BRITAIN LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,M50 2hf,95910.57,563417,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other
2024-01-11,2024-01-01 00:00:00,LIGHTFI LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Wc1n 3ax,83214.65,563357,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-01-11,2024-01-01 00:00:00,CLYDE & CO LLP,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Vendor,Ne1 3az,145232.54,563620,Desnz - British Shipbuilders Provision-utilisation Of Provisions - Purchase Of Goods & Services - Other
2024-01-11,2024-01-01 00:00:00,GLOBAL UNDERWATER HUB LTD,Capital Grants To Private Sector - Companies,Desnz - Energy Infrastructure - Desnz - Energy Development,Vendor,Ab32 6fe,637226.06,563091,Desnz - Global Underwater Hub-capital Grants To Private Sector - Companies
2024-01-11,2024-01-01 00:00:00,ICAX LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Sw15 1bn,40735.77,563363,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-01-11,2024-01-01 00:00:00,STORM ID LTD,Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Corporate Services - Desnz - Implementation And Delivery Directorate,Vendor,Eh65bg,258705.0,556620,Desnz - Finance Infrastructure And Maintenance-clearing - Cost - Assets Under Construction - Internally Developed Software
2024-01-11,2024-01-01 00:00:00,LEEDS CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Ls1 1ur,754535.01,563667,Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Local Government
2024-01-11,2024-01-01 00:00:00,SWITCHEE LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Nw1 9ju,57020.16,563400,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-01-11,2024-01-01 00:00:00,WSP UK LTD,Technical Advice / Services & Support,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Vendor,M15 4rp,847325.34,563664,Desnz - Ccs Projects-technical Advice / Services & Support
2024-01-11,2024-01-01 00:00:00,STORM ID LTD,Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Corporate Services - Desnz - Implementation And Delivery Directorate,Vendor,Eh65bg,210195.0,562807,Desnz - Finance Infrastructure And Maintenance-clearing - Cost - Assets Under Construction - Internally Developed Software
2024-01-11,2024-01-01 00:00:00,SERCO LTD,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Vendor,Rg27 9uy,897105.72,561475,Desnz - Dwp Warm Home Discount Delivery-technical Advice / Services & Support
2024-01-12,2024-01-01 00:00:00,HOGAN LOVELLS INTERNATIONAL LLP,External Legal Advice And Service,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Vendor,Ec1a 2fg,45648.1,563870,Desnz - Energy Security Projects-external Legal Advice And Service
2024-01-12,2024-01-01 00:00:00,NERA UK LTD,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Vendor,W1h 5bt,59608.4,562697,"Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)-R & D Economic Consultancy And Research"
2024-01-12,2024-01-01 00:00:00,BURGES SALMON LLP,Legal Costs,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Bs2 0zx,28674.54,563727,Desnz - Heat Networks Zoning-legal Costs
2024-01-12,2024-01-01 00:00:00,GEMSERV LIMITED,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Vendor,Ec3m 4aj,26880.0,563725,Desnz - Roll-out Of Smart Meters-other Technical Professional Services
2024-01-12,2024-01-01 00:00:00,GEMSERV LIMITED,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Ec3m 4aj,95584.85,563756,Desnz - Heat Networks Efficiency Scheme (Hnes)-Administration Of Grants And Awards
2024-01-12,2024-01-01 00:00:00,PHOENIX SOFTWARE LTD,Other It Consultancy,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Vendor,Yo42 1ns,139502.51,555501,Desnz - Devolved Admin-other It Consultancy
2024-01-12,2024-01-01 00:00:00,PHOENIX SOFTWARE LTD,Other It Consultancy,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Vendor,Yo42 1ns,126151.81,559070,Desnz - Devolved Admin-other It Consultancy
2024-01-12,2024-01-01 00:00:00,GEMSERV LIMITED,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Vendor,Ec3m 4aj,36480.0,563728,Desnz - Roll-out Of Smart Meters-other Technical Professional Services
2024-01-12,2024-01-01 00:00:00,4T2 SENSORS LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,B15 2sq,33165.77,562859,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-01-12,2024-01-01 00:00:00,OECD (ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT),International Subscriptions,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Vendor,75775,628748.43,563349,Desnz - Devolved Admin-international Subscriptions
2024-01-15,2024-01-01 00:00:00,SENSE WIND LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Ip32 7gy,296844.45,564211,Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish
2024-01-15,2024-01-01 00:00:00,PILKINGTON UNITED KINGDOM LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Grant,L40 5uf,181630.76,564087,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies
2024-01-15,2024-01-01 00:00:00,MOTT MACDONALD LTD,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Vendor,Bn1 4fy,161736.69,563898,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish
2024-01-15,2024-01-01 00:00:00,MET OFFICE,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Wga Only,Ex1 3pb,73773.91,564040,Desnz - Energy Research And Studies-r & D Outsourced Other
2024-01-15,2024-01-01 00:00:00,NATIONAL NUCLEAR LABORATORY LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Wa3 6ae,129016.91,564054,Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other
2024-01-15,2024-01-01 00:00:00,SEVERN WYE ENERGY AGENCY LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Gl2 8dn,55625.62,564064,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
2024-01-15,2024-01-01 00:00:00,CATAGEN LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Bt3 9dt,108763.5,564214,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
2024-01-15,2024-01-01 00:00:00,NNB HOLDING COMPANY (SZC) LTD,Nca - Additions - Shares And Equities - Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Vendor,W1t 4ez,75000000.0,563622,Desnz - Sizewell C Financing-nca - Additions - Shares And Equities - Central Government
2024-01-15,2024-01-01 00:00:00,ENERGY SYSTEMS CATAPULT SERVICES LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,B4 6bs,68355.25,564223,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other
2024-01-15,2024-01-01 00:00:00,17 CICADA LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Cb4 0ws,73204.79,564053,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
