Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
25/11/2024,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ove Arup And Partners Ltd,637889,238687.13,Desnz - Hydrogen And Industrial Energy Business Models-consultancy Expenditure,Ne1 3pl,Vendor
25/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ramboll Uk Ltd,637801,37310.64,Desnz - Heat Networks Zoning-outsourced Programme Management,Se1 8nw,Vendor
25/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ramboll Uk Ltd,637806,38148.56,Desnz - Heat Networks Zoning-outsourced Programme Management,Se1 8nw,Vendor
25/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ramboll Uk Ltd,637808,47775.44,Desnz - Heat Networks Zoning-outsourced Programme Management,Se1 8nw,Vendor
25/11/2024,Research And Development Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ove Arup And Partners Ltd,637811,158728.13,Desnz - Heat Networks Zoning-research And Development Expenditure,W1t 4bq,Vendor
25/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ove Arup And Partners Ltd,637813,35160.76,Desnz - Heat Networks Zoning-outsourced Programme Management,W1t 4bq,Vendor
25/11/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Last Mile Heat Ltd,637980,48600,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,Gl10 3rf,Grant
25/11/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Exeter Energy Ltd,637981,137181.47,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,Ls1 5ab,Grant
25/11/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Sse Heat Networks Ltd,637982,163240.15,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,Rg1 3jh,Grant
25/11/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Milton Keynes Energy Ltd,637983,27606.78,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,Ls1 5ab,Grant
25/11/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Veolia Energy Utility Services Uk Ltd,637985,80637,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,N1 9jy,Grant
25/11/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Bxs Utilities Ltd,637987,60520,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,N1c 4ab,Grant
26/11/2024,Other Professional Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,National Nuclear Laboratory Ltd,638496,306526.48,Desnz - Nuclear Safeguards Programme-other Professional Services,Wa3 6ae,Vendor
26/11/2024,Other Professional Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,National Nuclear Laboratory Ltd,638497,162897.59,Desnz - Nuclear Safeguards Programme-other Professional Services,Wa3 6ae,Vendor
26/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Black Bull Biochar Ltd,638076,107227.56,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Se1 3le,Vendor
26/11/2024,Accommodation & Building Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Government Property Agency,636370,555008.32,Ics - Admin-accommodation & Building Management,B3 2bj,Vendor
26/11/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Capita Pension Solutions Ltd,638449,116289.84,"Desnz - Concessionary Fuel Scheme Costs (Includes Supply, Distribution & Contract Management And Cil Payments)-Utilisation Of Provisions - Purchase Of Goods & Services - Other",Dl1 9hn,Vendor
26/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Hinduja Global Solutions Uk Ltd,638063,314518.94,Desnz - Dwp Warm Home Discount Delivery-outsourced Programme Management,Tw8 9ag,Vendor
26/11/2024,Current Grants To Private Sector - Npish,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,The Brookings Institute,636062,212976,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,20036,Vendor
26/11/2024,R & D Current Grants To Private Sector - Npish,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Jdr Cable Systems Ltd,638142,170773,Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Cb6 1ra,Grant
26/11/2024,R & D Current Grants To Private Sector - Npish,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Jdr Cable Systems Ltd,638143,29012,Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Cb6 1ra,Grant
26/11/2024,Capital Grants To Public Corporations (Pcs),Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,National Nuclear Laboratory Ltd,638006,555000,Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Public Corporations (Pcs),Wa3 6ae,Vendor
26/11/2024,Capital Grants To Public Corporations (Pcs),Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,National Nuclear Laboratory Ltd,638007,339375,Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Public Corporations (Pcs),Wa3 6ae,Vendor
27/11/2024,Technical Advice / Services & Support,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Turner And Townsend Consulting Ltd,631203,413005.38,Desnz - Social Housing Decarbonisation Fund (Shdf)-Technical Advice / Services & Support,Ls18 4gh,Vendor
27/11/2024,Other Goods/Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Digital Unlimited Group Ltd,638677,98190.9,Desnz - Inz - Care Fund-other Goods/Services,W1f 9af,Vendor
27/11/2024,Technical Advice / Services & Support,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Cepa Llp,638509,45000,Desnz - Net Zero Costs - Admin-technical Advice / Services & Support,Wc2a 3lj,Vendor
27/11/2024,Nca - Additions - Venture Capital Fund,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Clean Growth Fund Lp,638570,253327.53,Desnz - Net Zero Innovation - Bioenergy And Vc-nca - Additions - Venture Capital Fund,Wc2h 0hf,Vendor
27/11/2024,R & D Current Grants To Private Sector - Npish,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,R And B Industrial Ltd,638646,67044.85,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sp10 3bb,Grant
27/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Compact Syngas Solutions Ltd,638664,110535.64,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ch5 2qe,Vendor
27/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,United Utilities Water Plc,638665,32242.69,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Wa55 1wa,Vendor
27/11/2024,Technical Advice / Services & Support,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Turner And Townsend Consulting Ltd,631203,166592.84,Desnz - Hug 2-technical Advice / Services & Support,Ls18 4gh,Vendor
27/11/2024,Capital Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Walsall Metropolitan Borough Council,636716,35426.99,Desnz - Hug 2-capital Grants To Local Government,Ws1 1tp,Grant
27/11/2024,Capital Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Blackpool Council,638193,1829582,Desnz - Hug 2-capital Grants To Local Government,Fy1 3ah,Grant
27/11/2024,Capital Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,City Of Wakefield Metropolitan District Council,638195,61504,Desnz - Hug 2-capital Grants To Local Government,Wf1 2eb,Wga Only
27/11/2024,Capital Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Plymouth City Council,638196,68033,Desnz - Hug 2-capital Grants To Local Government,Pl1 3bj,Wga Only
27/11/2024,Capital Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Sedgemoor District Council,638197,239713,Desnz - Hug 2-capital Grants To Local Government,Ta4 3ar,Grant
27/11/2024,Capital Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Suffolk County Council,638199,233471,Desnz - Hug 2-capital Grants To Local Government,Ip1 2bx,Wga Only
27/11/2024,Capital Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,West Devon Borough Council,638200,104312,Desnz - Hug 2-capital Grants To Local Government,Pl19 0bz,Grant
27/11/2024,Other Professional Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Hartley Anderson Ltd,638510,36595.5,Desnz - Offshore Energy Strategic Environmental Assessment-other Professional Services,Ab41 8er,Vendor
27/11/2024,Current Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Nottingham City Council,636706,100000,Desnz - Local Energy-current Grants To Local Government,Ng2 3ah,Wga Only
27/11/2024,Current Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Liverpool City Region Combined Authority,636707,140000,Desnz - Local Energy-current Grants To Local Government,L3 1bp,Vendor
27/11/2024,Current Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Cambridgeshire And Peterborough Combined Authority,636708,400000,Desnz - Local Energy-current Grants To Local Government,Pe29 3tn,Grant
27/11/2024,Current Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Tees Valley Combined Authority,636710,200000,Desnz - Local Energy-current Grants To Local Government,Ts17 6qy,Grant
27/11/2024,Current Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Lancashire County Council,636711,260000,Desnz - Local Energy-current Grants To Local Government,Pr2 2tx,Wga Only
27/11/2024,Business Rates,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ricardo-aea Ltd,638647,30482.54,Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor
27/11/2024,Payments To Government Legal Department,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Government Legal Department,638653,37825.93,Desnz - Litigation And Government Legal Department-payments To Government Legal Department,Sw1h 9gl,Vendor
27/11/2024,Capital Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,West Midlands Combined Authority,638672,170920.99,Desnz - Business Energy Efficiency Delivery-capital Grants To Local Government,B19 3sd,Grant
27/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Future Energy Associates Ltd,638648,59187.6,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,N4 1db,Vendor
27/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,National Nuclear Laboratory Ltd,638663,175329.03,Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,Wa3 6ae,Vendor
27/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Aecom Ltd,638625,343581.67,Desnz - Heat Networks Zoning-outsourced Programme Management,Al1 3lx,Vendor
27/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Aecom Ltd,638627,56182.87,Desnz - Heat Networks Zoning-outsourced Programme Management,Al1 3lx,Vendor
27/11/2024,Research And Development Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Aecom Ltd,638654,155177.06,Desnz - Heat Networks Zoning-research And Development Expenditure,Wc1v 6qs,Vendor
28/11/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Civil Nuclear Police Authority (Civil Nuclear Constabulary),638962,31631,Desnz - Civil Nuclear Police Authority Grant In Aid-grant-in-aid To Arms Length Bodies,Ox14 3db,Wga Only
28/11/2024,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Guidehouse Europe Ltd,638975,37262.5,Desnz - Net Zero Costs - Admin-consultancy Expenditure,Ec2r 7hj,Vendor
28/11/2024,R & D Research And Development Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Carbon Trust Advisory Ltd,638915,202696.68,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Research And Development Expenditure,Se1 9ax,Vendor
28/11/2024,Finance & Accounting Advice,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Deloitte Llp,638170,373838.13,Desnz - Great British Nuclear-finance & Accounting Advice,Ec4a 3hq,Vendor
28/11/2024,Nca - Additions - Shares And Equities - Central Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Nnb Holding Company (Szc) Ltd,637974,274000000,Desnz - Sizewell C Financing-nca - Additions - Shares And Equities - Central Government,W1t 4ez,Vendor
28/11/2024,Business Rates,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ricardo-aea Ltd,638935,95439.5,Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor
28/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ricardo-aea Ltd,638936,350660.41,Desnz - Climate Science Capability-r & D Outsourced Other,Ox11 0qr,Vendor
28/11/2024,Other Technical Professional Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Environment Agency,638617,54368.3,Desnz - Future Nuclear Enabling Fund-other Technical Professional Services,Np10 8fz,Wga Only
28/11/2024,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Office For Nuclear Regulation,638966,34737.66,Desnz - Devolved Admin-consultancy Expenditure,L20 7hs,Vendor
28/11/2024,Technical Advice / Services & Support,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Phoenix Software Ltd,637770,124037.82,Desnz - Devolved Admin-technical Advice / Services & Support,Yo42 1ns,Vendor
28/11/2024,It Software Licences And Software Maintenance,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Sas Software Ltd,638066,59564.4,Desnz - Devolved Admin-it Software Licences And Software Maintenance,Sl7 2eb,Vendor
28/11/2024,Current Grants To Local Government,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,West Midlands Combined Authority,638673,455245.48,Desnz - Business Energy Efficiency Delivery-current Grants To Local Government,B19 3sd,Grant
28/11/2024,Other Professional Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Jncc Support Co,637925,43399.81,Desnz - Offshore Environmental Regulation-other Professional Services,Pe1 1jy,Vendor
28/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ove Arup And Partners Ltd,638908,192126.05,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ne1 3pl,Vendor
28/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ove Arup And Partners Ltd,638909,192265,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ne1 3pl,Vendor
28/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ove Arup And Partners Ltd,638912,35000,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ne1 3pl,Vendor
28/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ove Arup And Partners Ltd,638930,40000,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ne1 3pl,Vendor
28/11/2024,R & D Outsourced Other,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Hildebrand Technology Ltd,638982,57799.2,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,W1s 2yz,Vendor
28/11/2024,Research And Development Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Aecom Ltd,638963,180112.5,Desnz - Heat Networks Zoning-research And Development Expenditure,Wc1v 6qs,Vendor
28/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Buro Happold Ltd,639243,73665.6,Desnz - Heat Networks Zoning-outsourced Programme Management,Ba2 3dq,Vendor
29/11/2024,Research And Development Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ricardo-aea Ltd,639627,89829,Desnz - Energy Technology List Research & Products Policy Support Services-research And Development Expenditure,Ox11 0qr,Vendor
29/11/2024,Other Professional Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Nuclear Decommissioning Authority,639322,94575.6,Desnz - Munnings-other Professional Services,Ca24 3hu,Vendor
29/11/2024,Finance & Accounting Advice,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Deloitte Llp,638168,684436.88,Desnz - Great British Nuclear-finance & Accounting Advice,Ec4a 3hq,Vendor
29/11/2024,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Deloitte Llp,638997,115000,Ics - Admin-consultancy Expenditure,Mk9 1fd,Vendor
29/11/2024,Cl - Cash Cfers Paid Over To Hmt,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Consolidated Fund Account 6622,639731,18000000,Desnz - Nuclear Decommissioning Authority Grant In Aid-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
29/11/2024,Research And Development Expenditure,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Ukri - Science And Technology Facilities Council,638173,202030.51,Desnz - Euratom R&T Association Evaluation (Support Spend)-Research And Development Expenditure,Sn2 1sz,Wga Only
29/11/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Softwire Technology Ltd,639643,27825,Desnz - Consumer Advice & Information (Cai)-Outsourced Programme Management,Nw5 1tl,Vendor
29/11/2024,International Subscriptions,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,United Nations Framework Convention On Climate Change,634642,1332795.51,Desnz - Unfccc Mandatory Subscriptions-international Subscriptions,53113,Grant
