Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Yorkshire Combined Authority,621063,"£490,639.32",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ls1 2de,Wga Only,Shdf2_997,427000000553,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Westmorland And Furness Council,621065,"£401,357.15",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,La9 4dq,Grant,Shdf2_951,427000004324,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,The Cambridge Housing Society Ltd,621067,"£200,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb24 9zr,Vendor,Shdf2.2_039,427000004901,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wandle Housing Association Ltd,621068,"£36,604.01",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se1 8nw,Grant,Shdf2.2_040,427000004765,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Shropshire Towns And Rural Housing,621069,"£94,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sy2 6fg,Grant,Shdf2.2_041,427000004966,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Waltham Forest,621070,"£182,569.66",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E17 4jf,Grant,Shdf2.2_042,427000004762,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Waverley Borough Council,621071,"£27,636.07",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Gu7 1hr,Vendor,Shdf2.2_043,427000004764,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Ongo Homes Ltd,621072,"£59,386.89",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dn15 6at,Grant,Shdf2.2_044,427000004868,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Portsmouth City Council,621073,"£274,538.71",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Po1 2al,Wga Only,Shdf2.2_045,427000005024,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Gentoo Group Ltd,621074,"£90,684.02",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sr3 3xr,Grant,Shdf2.2_046,427000005032,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of Wolverhampton Council,621076,"£574,736.70",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Wv1 1rl,Grant,Shdf2.2_048,427000004833,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Calico Homes Ltd,621077,"£636,969.39",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bb11 2ed,Grant,Shdf2.2_049,427000005096,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stoke-on-trent City Council,621078,"£147,313.36",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,St4 1hh,Wga Only,Shdf2.2_050,427000005021,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Enfield,621079,"£676,786.61",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,En1 3xf,Wga Only,Shdf2.2_051,427000004767,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Uttlesford District Council,621080,"£633,761.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb11 4er,Grant,Shdf2.2_052,427000004803,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
17/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Blackpool Council,621081,"£47,500.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Fy1 3ah,Grant,Shdf2.2_053,427000004801,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
26/09/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Turner And Townsend Consulting Ltd,622491,"£462,491.57",Desnz - Social Housing Decarbonisation Fund (Shdf)-Technical Advice / Services & Support,Ls18 4gh,Vendor,Priv00007639,427000003775,Desnz - Ee&L - Social Housing Decarbonisation Fund,52112018,Technical Advice / Services & Support,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
27/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Tandridge District Council,623674,"£283,116.99",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rh8 0bt,Grant,Shdf2.2_054,427000005542,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
27/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Lambeth,623675,"£454,281.30",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sw2 1rw,Wga Only,Shdf2.2_055,427000005545,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
27/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Haringey,623676,"£83,239.23",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,N22 7tr,Grant,Shdf2.2_056,427000005544,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
05/09/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,619331,"£743,874.32",Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant,Grantclaim23/08/2024,427000004168,Desnz - Public Sector Decarbonisation,54811001,Grant-in-aid To Arms Length Bodies,709206,Desnz - Salix - Grant In Aid.,701016,Net Zero Buildings and Industry (NZBI)
09/09/2024,Capital Grants To Public Corporations (Pcs),Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,619794,"£16,217,156.78",Desnz - Public Sector Decarbonisation Scheme (Psds)-Capital Grants To Public Corporations (Pcs),E14 4pu,Grant,Grantclaim04/09/2024,427000004473,Desnz - Public Sector Decarbonisation,54113001,Capital Grants To Public Corporations (Pcs),700226,Desnz - Public Sector Decarbonisation Scheme (Psds),701016,Net Zero Buildings and Industry (NZBI)
12/09/2024,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Nuclear Decommissioning Authority,614898,"£28,633.20",Desnz - National Focal Point:-Misc Non Procurement Spend,Ca24 3hu,Vendor,Sin24nda0101251,427000002458,"Desnz - Nuclear - Safety, Resilience And Regulation",52241039,Misc Non Procurement Spend,700401,Desnz - National Focal Point:,700670,"Net Zero, Nuclear & International"
06/09/2024,It Hosting Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Amazon Web Services Emea Sarl,618795,"£67,045.77",Desnz - Rrems Business As Usual-it Hosting Services,Ec2a 2fa,Vendor,Euingb24-4099742,427000001856,"Desnz - Nuclear - Safety, Resilience And Regulation",52186001,It Hosting Services,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
18/09/2024,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,619591,"£97,499.67",Desnz - Rrems Business As Usual-it Management And Change - Application Support Services,Ec3m 3by,Vendor,Gb014140452,427000002733,"Desnz - Nuclear - Safety, Resilience And Regulation",52183011,It Management And Change - Application Support Services,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
18/09/2024,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,619748,"£41,171.14",Desnz - Rrems Business As Usual-it Management And Change - Application Support Services,Ec3m 3by,Vendor,Gb014140474,427000002733,"Desnz - Nuclear - Safety, Resilience And Regulation",52183011,It Management And Change - Application Support Services,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
23/09/2024,Purchase Of Intangible Software,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Eficode Uk Ltd,622826,"£42,938.12",Desnz - Rrems Business As Usual-purchase Of Intangible Software,So30 2pa,Vendor,Invuk1003296,427000005417,"Desnz - Nuclear - Safety, Resilience And Regulation",52183003,Purchase Of Intangible Software,707170,Desnz - Rrems Business As Usual,700670,"Net Zero, Nuclear & International"
02/09/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ipsos (Market Research) Ltd,607559,"£46,805.00",Desnz - Energy Price Guarantee - Domestic-programme Monitoring And Evaluation,E1w 1yw,Vendor,24001550,427000001105,Desnz - Government Price Guarantee,52114034,Programme Monitoring And Evaluation,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
02/09/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Ipsos (Market Research) Ltd,607563,"£78,863.00",Desnz - Energy Price Guarantee - Domestic-programme Monitoring And Evaluation,E1w 1yw,Vendor,24001554,427000001105,Desnz - Government Price Guarantee,52114034,Programme Monitoring And Evaluation,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
20/09/2024,Audit Services,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Kpmg Llp,621923,"£419,265.64",Desnz - Energy Price Guarantee - Domestic-audit Services,Wd17 1de,Vendor,5502892236,427000000725,Desnz - Government Price Guarantee,52115001,Audit Services,700377,Desnz - Energy Price Guarantee - Domestic,700801,Energy Markets & Supply
03/09/2024,Ca - Clarity Travel Management,Desnz - Corporate Services - Desnz - Finance Directorate,Corporate Travel Management (North) Ltd,619064,"£328,813.50",Desnz - Devolved Admin-ca - Clarity Travel Management,Bd1 5hq,Vendor,Corporate Travel Ctm North Ltd,,"Desnz - Fd - Efficiency, Corporate And Reporting",18169037,Ca - Clarity Travel Management,700101,Desnz - Devolved Admin,700560,Corporate Services
17/09/2024,Recruitment Advice And Services,Ics - Integrated Corporate Services - Ics - Human Resources,Cabinet Office,620537,"£105,122.10",Ics - Desnz Cs Admin-recruitment Advice And Services,Np10 8fz,Wga Only,3844903,427000004226,Ics Hr Core Resourcing,52112005,Recruitment Advice And Services,708802,Ics - Desnz Cs Admin,708852,ICS - Integrated Corporate Services
26/09/2024,Recruitment Consultancy Costs,Ics - Integrated Corporate Services - Ics - Human Resources,Linkedin Ireland Unlimited Company,623271,"£217,546.99",Ics - Desnz Cs Admin-recruitment Consultancy Costs,.,Vendor,78112103966,427000005520,Ics Hr Core Resourcing,52112002,Recruitment Consultancy Costs,708802,Ics - Desnz Cs Admin,708852,ICS - Integrated Corporate Services
17/09/2024,Current Grants To Central Government,Desnz - Corporate Services - Desnz - Commercial,Cabinet Office,612813,"£45,109.08",Desnz - Devolved Admin-current Grants To Central Government,Sw1a 2hq,Wga Only,3843534,427000003464,Desnz - Comm - Commercial Delivery 2 Net Zero,54151001,Current Grants To Central Government,700101,Desnz - Devolved Admin,706590,Corporate Services
02/09/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),616027,"£12,003,374.00",Desnz - Rhi Domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant,Grantclaim15/08/2024,427000004604,"Desnz - Electrification, Products, Buildings & Delivery",18169001,Ca - Other Receivables - Unclassified,707066,Desnz - Rhi Domestic Ame Payments,701820,Net Zero Buildings and Industry (NZBI)
