Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
06/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Newcastle City Council,613899,"£27,132.00",Desnz - Hug 2-capital Grants To Local Government,Ne1 8qn,Wga Only,S_0025_24/25_02,427000000291,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
06/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,North Tyneside Council,613900,"£26,905.00",Desnz - Hug 2-capital Grants To Local Government,Ne27 0by,Grant,S_0026_24/25_02,427000000292,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Blackpool Council,617536,"£1,955,430.00",Desnz - Hug 2-capital Grants To Local Government,Fy1 3ah,Grant,C_0002_24/25_03,427000000274,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of York Council,617537,"£49,197.00",Desnz - Hug 2-capital Grants To Local Government,Yo1 6ga,Grant,C_0027_24/25_01,427000000227,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cornwall And Isles Of Scilly Lep,617538,"£431,344.00",Desnz - Hug 2-capital Grants To Local Government,Tr1 3ay,Grant,C_0010_24/25_01,427000000283,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
28/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Leeds City Council,617539,"£523,424.00",Desnz - Hug 2-capital Grants To Local Government,Ls1 1ur,Grant,S_0019_24/25_03,427000000287,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,North Yorkshire County Council,617540,"£658,448.00",Desnz - Hug 2-capital Grants To Local Government,Dl7 8ah,Wga Only,C_0027_24/25_03,427000000293,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Northumberland County Council,617541,"£558,387.00",Desnz - Hug 2-capital Grants To Local Government,Ne61 2ef,Grant,S_0028_24/25_04,427000000294,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Plymouth City Council,617542,"£166,100.00",Desnz - Hug 2-capital Grants To Local Government,Pl1 3bj,Wga Only,S_0030_24/25_01,427000000296,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Portsmouth City Council,617543,"£2,049,319.00",Desnz - Hug 2-capital Grants To Local Government,Po1 2al,Wga Only,C_0031_24/25_04,427000000297,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sedgemoor District Council,617544,"£421,767.00",Desnz - Hug 2-capital Grants To Local Government,Ta4 3ar,Grant,C_0033_24/25_02,427000000221,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sheffield City Council,617545,"£30,719.00",Desnz - Hug 2-capital Grants To Local Government,S1 2hh,Wga Only,S_0035_24/25_03,427000000300,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Surrey County Council,617546,"£241,693.00",Desnz - Hug 2-capital Grants To Local Government,Rh1 1yb,Vendor,C_0039_24/25_03,427000000304,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of Wakefield Metropolitan District Council,617547,"£90,750.00",Desnz - Hug 2-capital Grants To Local Government,Wf1 2eb,Wga Only,C_0041_24/25_03,427000004945,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
27/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Devon Borough Council,617548,"£113,300.00",Desnz - Hug 2-capital Grants To Local Government,Pl19 0bz,Grant,C_0044_24/25_01,427000000309,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
29/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Suffolk County Council,618174,"£94,020.00",Desnz - Hug 2-capital Grants To Local Government,Ip1 2bx,Wga Only,C_0038_24/25_02,427000000303,Desnz - Ee&L - Home Upgrade & Local Authority Division (Hula),54112001,Capital Grants To Local Government,700280,Desnz - Hug 2,701013,Net Zero Buildings and Industry (NZBI)
14/08/2024,External Legal Advice And Service,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Dentons Uk And Middle East Llp,615612,"£562,015.08",Desnz - Reform Of Energy System Operations-external Legal Advice And Service,Ec4m 7ws,Vendor,91322394,427000002147,Desnz - Es&N - Electricity Systems,52112007,External Legal Advice And Service,700315,Desnz - Reform Of Energy System Operations,700292,Energy Infrastructure
22/08/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Hartley Anderson Ltd,617237,"£36,595.50",Desnz - Offshore Energy Strategic Environmental Assessment-other Professional Services,Ab41 8er,Vendor,869,427000004564,Desnz - Opred - Environmental Policy,52114001,Other Professional Services,707139,Desnz - Offshore Energy Strategic Environmental Assessment,700287,Energy Infrastructure
09/08/2024,Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Corporate Services - Desnz - Implementation And Delivery Directorate,Storm Id Ltd,607072,"£192,546.30",Desnz - Finance Infrastructure And Maintenance-clearing - Cost - Assets Under Construction - Internally Developed Software,Eh65bg,Vendor,11771,427000001746,Desnz - I&D - Delivery Capability,14812002,Clearing - Cost - Assets Under Construction - Internally Developed Software,704532,Desnz - Finance Infrastructure And Maintenance,706586,Corporate Services
13/08/2024,Other It Consultancy,Desnz - Corporate Services - Desnz - Implementation And Delivery Directorate,Bytes Software Services Ltd,613882,"£715,380.00",Desnz - Finance Infrastructure And Maintenance-other It Consultancy,Kt22 7tw,Vendor,1346389,427000005017,Desnz - I&D - Delivery Capability,52112011,Other It Consultancy,704532,Desnz - Finance Infrastructure And Maintenance,706586,Corporate Services
16/08/2024,Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Corporate Services - Desnz - Implementation And Delivery Directorate,Storm Id Ltd,616316,"£113,044.80",Desnz - Finance Infrastructure And Maintenance-clearing - Cost - Assets Under Construction - Internally Developed Software,Eh65bg,Vendor,11783,427000001746,Desnz - I&D - Delivery Capability,14812002,Clearing - Cost - Assets Under Construction - Internally Developed Software,704532,Desnz - Finance Infrastructure And Maintenance,706586,Corporate Services
30/08/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Building Research Establishment (Bre),618387,"£345,309.84",Desnz - Clean Heat Sap (Standard Assessment Procedure)-Outsourced Programme Management,Wd25 9xx,Vendor,65050362,427000004995,Desnz - Energy Company Obligation Eco,52114021,Outsourced Programme Management,707073,Desnz - Clean Heat Sap (Standard Assessment Procedure),707416,Net Zero Buildings and Industry (NZBI)
15/08/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ove Arup And Partners Ltd,613935,"£362,587.00",Desnz - Great British Nuclear-technical Advice / Services & Support,W1t 4bj,Vendor,88-2407295,427000001790,Desnz - Great British Nuclear,52112018,Technical Advice / Services & Support,700327,Desnz - Great British Nuclear,700342,"Net Zero, Nuclear & International"
28/08/2024,Finance & Accounting Advice,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Deloitte Llp,617959,"£663,558.95",Desnz - Great British Nuclear-finance & Accounting Advice,Ec4a 3hq,Vendor,8005021146,427000001791,Desnz - Great British Nuclear,52112017,Finance & Accounting Advice,700327,Desnz - Great British Nuclear,700342,"Net Zero, Nuclear & International"
28/08/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Deloitte Llp,617960,"£50,756.25",Desnz - Great British Nuclear-consultancy Expenditure,Ec4a 3hq,Vendor,8005012824,427000001782,Desnz - Great British Nuclear,52112001,Consultancy Expenditure,700327,Desnz - Great British Nuclear,700342,"Net Zero, Nuclear & International"
19/08/2024,Other Technical Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Methods Business And Digital Technology Ltd,615459,"£26,170.01",Desnz - Reform Of Energy System Operations-other Technical Professional Services,Ec1n 8ts,Vendor,Sin082058,427000004862,Desnz - Es&N - Smart Systems,52114028,Other Technical Professional Services,700315,Desnz - Reform Of Energy System Operations,707410,Energy Infrastructure
01/08/2024,Utilisation Of Provisions - British Energy,"Desnz - Net Zero, Nuclear & International - Desnz - British Energy Historic Payments",Nuclear Decommissioning Authority,610807,"£7,194,251.35",Desnz - British Energy Historic Liabilities Funding-utilisation Of Provisions - British Energy,Ca24 3hw,Vendor,Grantclaim22/07/2024,427000003580,Desnz - Be - Be Historic Payments,91491006,Utilisation Of Provisions - British Energy,707217,Desnz - British Energy Historic Liabilities Funding,700263,"Net Zero, Nuclear & International"
19/08/2024,It Services,Ics - Integrated Corporate Services - Ics - Operations,F-24 Uk Ltd,616347,"£32,946.00",Ics - Desnz Cs Admin-it Services,Wd3 1re,Vendor,F24uk-uk-2024000030,427000005116,Ics - Comm - Departmental Security,52181026,It Services,708802,Ics - Desnz Cs Admin,708582,ICS - Integrated Corporate Services
19/08/2024,It Services,Ics - Integrated Corporate Services - Ics - Operations,F-24 Uk Ltd,616347,"£32,946.00",Ics - Dsit Cs Admin-it Services,Wd3 1re,Vendor,F24uk-uk-2024000030,427000005116,Ics - Comm - Departmental Security,52181026,It Services,708801,Ics - Dsit Cs Admin,708582,ICS - Integrated Corporate Services
13/08/2024,Nca - Additions - Shares And Equities - Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Nnb Holding Company (Szc) Ltd,610389,"£110,000,000.00",Desnz - Sizewell C Financing-nca - Additions - Shares And Equities - Central Government,W1t 4ez,Vendor,Grantclaim13/08/2024,427000001189,Desnz - New Nuclear - Sizewell C,16532301,Nca - Additions - Shares And Equities - Central Government,700105,Desnz - Sizewell C Financing,705537,"Net Zero, Nuclear & International"
21/08/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Linklaters Llp,612477,"£202,328.70",Desnz - New Nuclear Sizewell C (Net Zero)-Consultancy Expenditure,Ec2y 8hq,Vendor,1002357007,427000001350,Desnz - New Nuclear - Sizewell C,52112001,Consultancy Expenditure,700311,Desnz - New Nuclear Sizewell C (Net Zero),705537,"Net Zero, Nuclear & International"
21/08/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Linklaters Llp,612525,"£1,029,328.40",Desnz - New Nuclear Sizewell C (Net Zero)-Consultancy Expenditure,Ec2y 8hq,Vendor,1002357257,427000001350,Desnz - New Nuclear - Sizewell C,52112001,Consultancy Expenditure,700311,Desnz - New Nuclear Sizewell C (Net Zero),705537,"Net Zero, Nuclear & International"
14/08/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Ove Arup And Partners Ltd,614913,"£107,181.25",Desnz - New Nuclear Sizewell C (Net Zero)-Technical Advice / Services & Support,Ne1 3pl,Vendor,88-2407458,427000001149,Desnz - New Nuclear - Sizewell C,52112018,Technical Advice / Services & Support,700311,Desnz - New Nuclear Sizewell C (Net Zero),705537,"Net Zero, Nuclear & International"
12/08/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Barclays Bank Plc,614916,"£150,000.00",Desnz - New Nuclear Sizewell C (Net Zero)-Consultancy Expenditure,E14 5hp,Vendor,M&A2430029/4952,427000000894,Desnz - New Nuclear - Sizewell C,52112001,Consultancy Expenditure,700311,Desnz - New Nuclear Sizewell C (Net Zero),705537,"Net Zero, Nuclear & International"
29/08/2024,Finance & Accounting Advice,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Pricewaterhousecoopers Llp,618290,"£205,771.00",Desnz - New Nuclear Sizewell C (Net Zero)-Finance & Accounting Advice,Wc2n 6rh,Vendor,1356258652,427000001150,Desnz - New Nuclear - Sizewell C,52112017,Finance & Accounting Advice,700311,Desnz - New Nuclear Sizewell C (Net Zero),705537,"Net Zero, Nuclear & International"
30/08/2024,Legal Services And Advice Agency,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Linklaters Llp,618520,"£114,540.40",Desnz - New Nuclear Sizewell C (Net Zero)-Legal Services And Advice Agency,Ec2y 8hq,Vendor,1002359075,427000001350,Desnz - New Nuclear - Sizewell C,52112009,Legal Services And Advice Agency,700311,Desnz - New Nuclear Sizewell C (Net Zero),705537,"Net Zero, Nuclear & International"
30/08/2024,Legal Services And Advice Agency,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Linklaters Llp,618522,"£1,002,567.83",Desnz - New Nuclear Sizewell C (Net Zero)-Legal Services And Advice Agency,Ec2y 8hq,Vendor,1002359244,427000001350,Desnz - New Nuclear - Sizewell C,52112009,Legal Services And Advice Agency,700311,Desnz - New Nuclear Sizewell C (Net Zero),705537,"Net Zero, Nuclear & International"
23/08/2024,Technical Advice / Services & Support,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Mott Macdonald Ltd,614783,"£79,906.58",Desnz - Net Zero Costs - Admin-technical Advice / Services & Support,Cr0 2ee,Vendor,100605179,427000004524,Desnz - Red - Strategic Projects,52112018,Technical Advice / Services & Support,700259,Desnz - Net Zero Costs - Admin,700004,Energy Infrastructure
27/08/2024,External Legal Advice And Service,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Dentons Uk And Middle East Llp,617672,"£57,388.20",Desnz - Net Zero Costs - Admin-external Legal Advice And Service,Ec4m 7ws,Vendor,91316866,427000005259,Desnz - Red - Strategic Projects,52112007,External Legal Advice And Service,700259,Desnz - Net Zero Costs - Admin,700004,Energy Infrastructure
27/08/2024,External Legal Advice And Service,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Dentons Uk And Middle East Llp,617673,"£42,727.55",Desnz - Net Zero Costs - Admin-external Legal Advice And Service,Ec4m 7ws,Vendor,9138892,427000005259,Desnz - Red - Strategic Projects,52112007,External Legal Advice And Service,700259,Desnz - Net Zero Costs - Admin,700004,Energy Infrastructure
27/08/2024,External Legal Advice And Service,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Dentons Uk And Middle East Llp,617676,"£37,820.50",Desnz - Net Zero Costs - Admin-external Legal Advice And Service,Ec4m 7ws,Vendor,91320594,427000005259,Desnz - Red - Strategic Projects,52112007,External Legal Advice And Service,700259,Desnz - Net Zero Costs - Admin,700004,Energy Infrastructure
30/08/2024,External Legal Advice And Service,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Dentons Uk And Middle East Llp,617677,"£42,671.67",Desnz - Net Zero Costs - Admin-external Legal Advice And Service,Ec4m 7ws,Vendor,91322635,427000005259,Desnz - Red - Strategic Projects,52112007,External Legal Advice And Service,700259,Desnz - Net Zero Costs - Admin,700004,Energy Infrastructure
29/08/2024,Procurement & Commercial Service,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Futuremetrics Llc,617820,"£45,579.17",Desnz - Net Zero Costs - Admin-procurement & Commercial Service,04217,Vendor,Fm-desnz-2024-01,427000005316,Desnz - Red - Strategic Projects,52181021,Procurement & Commercial Service,700259,Desnz - Net Zero Costs - Admin,700004,Energy Infrastructure
22/08/2024,Consultancy Expenditure,Ics - Integrated Corporate Services - Ics - Digital,4c Associates Ltd,617120,"£26,600.00",Ics - Admin-consultancy Expenditure,W6 7jp,Vendor,Sin004112,427000004474,"Ics - Digital - D3 (Design, Data And Delivery Team)",52112001,Consultancy Expenditure,700560,Ics - Admin,708597,ICS - Integrated Corporate Services
22/08/2024,Consultancy Expenditure,Ics - Integrated Corporate Services - Ics - Digital,4c Associates Ltd,617233,"£25,887.50",Ics - Admin-consultancy Expenditure,W6 7jp,Vendor,Sin004286,427000004474,"Ics - Digital - D3 (Design, Data And Delivery Team)",52112001,Consultancy Expenditure,700560,Ics - Admin,708597,ICS - Integrated Corporate Services
01/08/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Gl Industrial Services Uk Ltd,612136,"£60,173.70",Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Le11 3gr,Vendor,460010201367,427000000109,Desnz - Nzb - Ch - Hydrogen Heating,59146015,R & D Technical Advice/Services And Support,700365,Desnz - Hydrogen Heating - Cdel Expenditure,700216,Net Zero Buildings and Industry (NZBI)
16/08/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Mott Macdonald Ltd,616031,"£39,445.07",Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Cr0 2ee,Vendor,100605613,427000000106,Desnz - Nzb - Ch - Hydrogen Heating,59146015,R & D Technical Advice/Services And Support,700365,Desnz - Hydrogen Heating - Cdel Expenditure,700216,Net Zero Buildings and Industry (NZBI)
20/08/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ove Arup And Partners Ltd,616825,"£47,793.00",Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Ne1 3pl,Vendor,88-2407875,427000000105,Desnz - Nzb - Ch - Hydrogen Heating,59146015,R & D Technical Advice/Services And Support,700365,Desnz - Hydrogen Heating - Cdel Expenditure,700216,Net Zero Buildings and Industry (NZBI)
20/08/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ove Arup And Partners Ltd,616826,"£48,997.50",Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Ne1 3pl,Vendor,88-2407876,427000000105,Desnz - Nzb - Ch - Hydrogen Heating,59146015,R & D Technical Advice/Services And Support,700365,Desnz - Hydrogen Heating - Cdel Expenditure,700216,Net Zero Buildings and Industry (NZBI)
01/08/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Nuclear Decommissioning Authority,610810,"£331,000,000.00",Desnz - Nuclear Decommissioning Authority Grant In Aid-grant-in-aid To Arms Length Bodies,Ca24 3hu,Vendor,Grantclaim22/07/2024,427000003788,Desnz - Nda - Nda Giaa,54811001,Grant-in-aid To Arms Length Bodies,707238,Desnz - Nuclear Decommissioning Authority Grant In Aid,700323,"Net Zero, Nuclear & International"
30/08/2024,Cl - Cash Cfers Paid Over To Hmt,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Consolidated Fund Account 6622,618668,"£19,000,000.00",Desnz - Nuclear Decommissioning Authority Grant In Aid-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only,30.08.2024,,Desnz - Nda - Nda Giaa,26141003,Cl - Cash Cfers Paid Over To Hmt,707238,Desnz - Nuclear Decommissioning Authority Grant In Aid,700323,"Net Zero, Nuclear & International"
05/08/2024,R & D Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Triad Group Plc,613461,"£29,925.00",Desnz - Uk Ets-r & D Other It Consultancy,Gu7 1xe,Vendor,998401,427000004610,Desnz - Ets Delivery And Operations,59146030,R & D Other It Consultancy,707412,Desnz - Uk Ets,700684,Net Zero Buildings and Industry (NZBI)
05/08/2024,R & D Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Triad Group Plc,613463,"£50,793.00",Desnz - Uk Ets-r & D Other It Consultancy,Gu7 1xe,Vendor,998402,427000004609,Desnz - Ets Delivery And Operations,59146030,R & D Other It Consultancy,707412,Desnz - Uk Ets,700684,Net Zero Buildings and Industry (NZBI)
19/08/2024,R & D Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Triad Group Plc,616293,"£102,387.00",Desnz - Uk Ets-r & D Other It Consultancy,Gu7 1xe,Vendor,998438,427000004609,Desnz - Ets Delivery And Operations,59146030,R & D Other It Consultancy,707412,Desnz - Uk Ets,700684,Net Zero Buildings and Industry (NZBI)
20/08/2024,R & D Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Astraeus Consulting Ltd,616653,"£105,926.33",Desnz - Uk Ets-r & D Other It Consultancy,M50 1rd,Vendor,Desnz113,427000004748,Desnz - Ets Delivery And Operations,59146030,R & D Other It Consultancy,707412,Desnz - Uk Ets,700684,Net Zero Buildings and Industry (NZBI)
20/08/2024,R & D Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Astraeus Consulting Ltd,616686,"£26,473.63",Desnz - Uk Ets-r & D Other It Consultancy,M50 1rd,Vendor,Desnz115,427000004749,Desnz - Ets Delivery And Operations,59146030,R & D Other It Consultancy,707412,Desnz - Uk Ets,700684,Net Zero Buildings and Industry (NZBI)
29/08/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Defra,614564,"£329,612.40",Desnz - Devolved Admin-technical Advice / Services & Support,Np10 8fz,Vendor,334351,427000003950,Desnz - Nuclear - New Decomission,52112018,Technical Advice / Services & Support,700101,Desnz - Devolved Admin,700258,"Net Zero, Nuclear & International"
07/08/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Energy Development,Coal Authority,613344,"£6,000,000.00",Desnz - Payment Of Grant In Aid To The Coal Authority-grant-in-aid To Arms Length Bodies,Ng18 4rg,Vendor,Gia-08/24,427000004040,Desnz - Ed - Coal Liabilities Unit And Sponsorship,54811001,Grant-in-aid To Arms Length Bodies,707106,Desnz - Payment Of Grant In Aid To The Coal Authority,700290,Energy Infrastructure
07/08/2024,Ca - Beis Coal Health Gbs Account,Desnz - Energy Infrastructure - Desnz - Energy Development,Beis Coal Health,613451,"£600,000.00",Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferred From British Coal-ca - Beis Coal Health Gbs Account,Sw1h 0et,Vendor,Fundingforcoalhealthpaymentsau,427000000090,Desnz - Ed - Coal Liabilities Unit And Sponsorship,18411118,Ca - Beis Coal Health Gbs Account,707113,Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferred From British Coal,700290,Energy Infrastructure
08/08/2024,Utilisation Of Provisions - Social Assistance Benefits - Concessionary,Desnz - Energy Infrastructure - Desnz - Energy Development,Homefire Group Ltd,613904,"£456,846.38","Desnz - Concessionary Fuel Scheme Costs (Includes Supply, Distribution & Contract Management And Cil Payments)-Utilisation Of Provisions - Social Assistance Benefits - Concessionary",S21 1tz,Vendor,202404,427000004396,Desnz - Ed - Coal Liabilities Unit And Sponsorship,91492002,Utilisation Of Provisions - Socialassistance Benefits - Concessionary,707124,"Desnz - Concessionary Fuel Scheme Costs (Includes Supply, Distribution & Contract Management And Cil Payments)",700290,Energy Infrastructure
23/08/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Cms Cameron Mckenna Nabarro Olswang Llp,616541,"£417,169.75",Desnz - Coal Health Administration Costs Including Legal Defence And Records Management-utilisation Of Provisions - Purchase Of Goods & Services - Other,S1 4hs,Vendor,Nb2209.00000/Grwd/Tiri/1000-02,427000004400,Desnz - Ed - Coal Liabilities Unit And Sponsorship,91439001,Utilisation Of Provisions - Purchase Of Goods & Services - Other,707114,Desnz - Coal Health Administration Costs Including Legal Defence And Records Management,700290,Energy Infrastructure
07/08/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,606117,"£103,726.69",Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor,F73654,427000002713,Desnz - Heat & Buildings Portfolio,52141001,Marketing And Media,700388,Desnz - Energy Saving Campaign,701024,Net Zero Buildings and Industry (NZBI)
