Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
01/08/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Turner And Townsend Consulting Ltd,611886,"£278,419.94",Desnz - Social Housing Decarbonisation Fund (Shdf)-Technical Advice / Services & Support,Ls18 4gh,Vendor,Priv00007301,427000003775,Desnz - Ee&L - Social Housing Decarbonisation Fund,52112018,Technical Advice / Services & Support,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Waltham Forest,616380,"£144,048.88",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E17 4jf,Grant,Shdf2.2_027,427000004762,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Babergh District Council,616382,"£354,022.03",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ip1 2bx,Grant,Shdf2.2_029,427000005213,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Ongo Homes Ltd,616383,"£27,376.44",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dn15 6at,Grant,Shdf2.2_030,427000004868,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Portsmouth City Council,616384,"£386,257.01",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Po1 2al,Wga Only,Shdf2.2_031,427000005024,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Norwich City Council,616387,"£68,179.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nr2 1nh,Grant,Shdf2.2_034,427000005081,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of Wolverhampton Council,616388,"£508,085.70",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Wv1 1rl,Grant,Shdf2.2_035,427000004833,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Calico Homes Ltd,616389,"£510,127.89",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bb11 2ed,Grant,Shdf2.2_036,427000005096,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Lewes District Council,616390,"£125,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bn7 1ab,Grant,Shdf2.2_037,427000005022,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Blackpool Council,616391,"£47,500.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Fy1 3ah,Grant,Shdf2.2_038,427000004801,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Ashford Borough Council,616856,"£335,533.61",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Tn23 1pl,Grant,Shdf2_894,427000000570,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cambridge City Council,616857,"£118,067.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb2 3qj,Grant,Shdf2_895,427000000576,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Colchester City Council,616858,"£104,312.88",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Co3 3wg,Vendor,Shdf2_896,427000000571,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cottsway Housing Association Ltd,616859,"£50,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ox28 4yg,Grant,Shdf2_897,427000000561,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Coventry City Council,616860,"£1,297,703.86",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cv1 5rr,Wga Only,Shdf2_898,427000000733,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Crawley Borough Council,616861,"£309,769.98",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rh10 1uz,Vendor,Shdf2_899,427000000544,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cross Keys Homes Ltd,616862,"£72,857.14",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Pe2 7bz,Grant,Shdf2_900,427000003175,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Epping Forest District Council,616863,"£71,331.30",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cm16 4bz,Grant,Shdf2_902,427000000527,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Fairhive Homes Ltd,616864,"£178,698.84",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Hp20 2nj,Grant,Shdf2_903,427000000681,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Flagship Housing Group,616865,"£165,355.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nr1 1pd,Grant,Shdf2_904,427000000537,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Greensquareaccord Ltd,616866,"£951,031.33",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,B70 6qg,Grant,Shdf2_905,427000000515,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Haig Housing Trust,616867,"£199,667.26",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sm4 5ns,Grant,Shdf2_906,427000000551,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Hinckley And Bosworth Borough Council,616868,"£103,791.67",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Le10 0fr,Grant,Shdf2_907,427000000585,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Kingston Upon Hull City Council,616869,"£312,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Hu1 2ab,Wga Only,Shdf2_908,427000003638,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London And Quadrant Housing Trust,616870,"£3,397,606.57",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E15 4ph,Grant,Shdf2_909,427000000751,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
22/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Lincolnshire Housing Partnership Ltd,616871,"£260,732.41",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dn31 2lj,Grant,Shdf2_910,427000000509,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Local Space,616872,"£76,962.80",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E15 4bz,Grant,Shdf2_911,427000000712,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Longhurst Group Ltd,616873,"£631,024.08",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nn10 6bs,Grant,Shdf2_912,427000000508,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Moat Homes Ltd,616874,"£1,306,585.55",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Da2 6qe,Grant,Shdf2_913,427000003112,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sovereign Network Homes Ltd,616875,"£500,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ha9 0hp,Vendor,Shdf2_914,427000000525,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,North East Derbyshire District Council,616876,"£458,672.69",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,S42 6ng,Grant,Shdf2_915,427000000573,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nottingham City Council,616877,"£1,000,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ng2 3ng,Wga Only,Shdf2_916,427000000730,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Octavia Housing,616878,"£347,328.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W10 5bn,Grant,Shdf2_917,427000000580,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Oxford City Council,616879,"£25,027.36",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ox1 1ds,Grant,Shdf2_918,427000000519,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Paragon Asra Housing Ltd,616880,"£173,569.33",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Le2 7ea,Grant,Shdf2_919,427000000549,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Peabody Trust,616881,"£1,299,006.40",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se1 7jb,Grant,Shdf2_920,427000000729,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Raven Housing Trust Ltd,616882,"£50,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rh1 1ss,Grant,Shdf2_921,427000000714,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Greenwich,616883,"£317,822.99",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se18 6hq,Grant,Shdf2_922,427000000512,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Rugby Borough Council,616884,"£133,075.61",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cv21 2rr,Grant,Shdf2_923,427000000513,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Settle Group,616885,"£1,024,702.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sg6 1ha,Grant,Shdf2_924,427000000516,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Soha Housing Ltd,616886,"£85,810.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ox11 7nn,Grant,Shdf2_925,427000000554,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,South Derbyshire District Council,616887,"£79,333.33",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,De11 0ah,Grant,Shdf2_926,427000000473,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,South Holland District Council,616888,"£173,200.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Pe11 2xq,Grant,Shdf2_927,427000000558,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southend On Sea City Council,616889,"£104,563.90",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ss2 6er,Wga Only,Shdf2_928,427000002946,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southern Housing Group Ltd,616890,"£67,837.57",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me9 8gu,Grant,Shdf2_929,427000000518,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southern Housing Group Ltd,616891,"£84,823.60",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me9 8gu,Grant,Shdf2_930,427000000517,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sovereign Housing Association Ltd,616892,"£823,902.04",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rg21 4fa,Grant,Shdf2_931,427000000514,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stevenage Borough Council,616893,"£162,536.73",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sg1 1hn,Grant,Shdf2_932,427000000532,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Tees Valley Combined Authority,616895,"£1,562,551.07",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dl2 1lu,Grant,Shdf2_934,427000000739,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Thanet District Council,616896,"£242,536.25",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ct9 1xz,Grant,Shdf2_935,427000000528,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Folkestone And Hythe District Council,616897,"£25,000.00",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ct20 2qy,Grant,Shdf2_936,427000000474,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,The Riverside Group Ltd,616898,"£761,310.72",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,L24 8rf,Grant,Shdf2_937,427000000547,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vivid Housing Ltd,616899,"£262,875.87",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Po2 8hb,Grant,Shdf2_938,427000000710,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Midlands Combined Authority,616900,"£1,046,116.61",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,B19 3sd,Grant,Shdf2_939,427000000921,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Northamptonshire Council,616901,"£65,454.99",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nn1 1ed,Grant,Shdf2_940,427000000531,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
20/08/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Of England Combined Authority,616902,"£517,323.88",Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bs1 6al,Grant,Shdf2_941,427000000529,Desnz - Ee&L - Social Housing Decarbonisation Fund,54112001,Capital Grants To Local Government,700225,Desnz - Social Housing Decarbonisation Fund (Shdf),701015,Net Zero Buildings and Industry (NZBI)
