Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
10/10/2024,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",International Nuclear Services Ltd T/A Nuclear Transport Solutions,626687,135398.82,Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Private Sector - Companies,Wa3 6gr,Vendor
10/10/2024,It Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Tpximpact Ltd,626688,42933.77,Desnz - Heat Networks Zoning-it Services,E1 1ew,Vendor
10/10/2024,R & D It Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Tpximpact Ltd,626688,81179.73,Desnz - Heat Networks Zoning-r & D It Services,E1 1ew,Vendor
11/10/2024,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,625368,80936.14,Desnz - Rrems Business As Usual-it Management And Change - Application Support Services,Ec3m 3by,Vendor
11/10/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Baringa Partners Llp,623374,34800,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sw1e 6aj,Vendor
11/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,627159,241042.03,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bt3 9dt,Vendor
11/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Broadland District Council,619508,445904,Desnz - Hug 2-capital Grants To Local Government,Nr7 0du,Grant
11/10/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Ardagh Glass Ltd,625588,634301,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies,Wf11 0hp,Grant
11/10/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),627244,26046829,Desnz - Ukaea Financing-grant-in-aid To Arms Length Bodies,Ox14 3db,Wga Only
11/10/2024,Utilisation Of Provisions - Early Departure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),627244,253000,Desnz - Ukaea Restructuring-utilisation Of Provisions - Early Departure,Ox14 3db,Wga Only
11/10/2024,Legal Services And Advice Agency,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Ashurst Llp,627247,680259.99,Desnz - Eu Exit: No Specific Dexeu Issue Prog-legal Services And Advice Agency,E1 6pw,Vendor
11/10/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Triad Group Plc,626316,48631.25,Ics - Admin-it Services,Mk7 8le,Vendor
11/10/2024,It Network Services,Ics - Integrated Corporate Services - Ics - Digital,Lumen Technologies Uk Ltd,626668,69696.64,Ics - Admin-it Network Services,Ec1v 7eb,Vendor
11/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ipsos (Market Research) Ltd,575269,95018.63,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,E1w 1yw,Vendor
11/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Livelink Aerospace Ltd,624095,142912.73,Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Po18 9ab,Grant
11/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Livelink Aerospace Ltd,624096,48896.01,Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Po18 9ab,Grant
11/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Systems Mechanics Ltd,624150,27036.47,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ct5 3se,Grant
11/10/2024,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Springfields Fuels Ltd,626228,1617797.43,Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Private Sector - Companies,Pr4 0xj,Vendor
11/10/2024,Capital Grants To Public Corporations (Pcs),"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,626270,339375,Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Public Corporations (Pcs),Wa3 6ae,Vendor
11/10/2024,Capital Grants To Public Corporations (Pcs),"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,626273,555000,Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Public Corporations (Pcs),Wa3 6ae,Vendor
14/10/2024,Rentals Under Ifrs 16 Leases Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,627342,28804,Desnz - Devolved Admin-rentals Under Ifrs 16 Leases Buildings,B3 2bj,Vendor
14/10/2024,Rentals Under Ifrs 16 Leases Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,627342,36563.62,Desnz - Devolved Admin-rentals Under Ifrs 16 Leases Buildings,B3 2bj,Vendor
14/10/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Of England Combined Authority,625578,454300.46,Desnz - Consumer Advice & Information (Cai)-Current Grants To Local Government,Bs1 6al,Grant
14/10/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nottingham City Council,625582,554342.19,Desnz - Consumer Advice & Information (Cai)-Current Grants To Local Government,Ng2 3ng,Wga Only
14/10/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Liverpool City Region Combined Authority,625586,553501.82,Desnz - Consumer Advice & Information (Cai)-Current Grants To Local Government,L3 1bp,Vendor
14/10/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cambridgeshire And Peterborough Combined Authority,625590,603766.34,Desnz - Consumer Advice & Information (Cai)-Current Grants To Local Government,Pe29 3tn,Grant
14/10/2024,Ncl - Accruals - Oda Promissory Notes,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Bank Of England,626932,1000000,Desnz - International Climate Finance (Icf)-Ncl - Accruals - Oda Promissory Notes,Ec2r 8ah,Vendor
14/10/2024,Ncl - Accruals - Oda Promissory Notes,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Bank Of England,626934,2631044.35,Desnz - International Climate Finance (Icf)-Ncl - Accruals - Oda Promissory Notes,Ec2r 8ah,Vendor
14/10/2024,Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Adam Smith International Ltd,627314,31413.83,Desnz - International Climate Finance (Icf)-Research And Development Expenditure,Se1 8nw,Vendor
14/10/2024,Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Adam Smith International Ltd,627316,31413.83,Desnz - International Climate Finance (Icf)-Research And Development Expenditure,Se1 8nw,Vendor
15/10/2024,Hr Advice And Services,Ics - Integrated Corporate Services - Ics - Human Resources,Ministry Of Justice,627504,30784.5,Ics - Dsit Cs Admin-hr Advice And Services,Np20 9bb,Wga Only
15/10/2024,Hr Advice And Services,Ics - Integrated Corporate Services - Ics - Human Resources,Ministry Of Justice,627504,33670,Ics - Desnz Cs Admin-hr Advice And Services,Np20 9bb,Wga Only
15/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbonlaces Solutions Limited,627526,78642.57,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Nw6 1ea,Vendor
15/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Exergy3 Ltd,627491,104605.3,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh4 2hs,Vendor
15/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Deep Branch Biotechnology Ltd,627525,252946.23,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Se19 3hf,Grant
15/10/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Low Carbon Contracts Company Ltd,627558,176441,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies,E14 4pu,Vendor
15/10/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Low Carbon Contracts Company Ltd,627559,225771,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies,E14 4pu,Vendor
15/10/2024,Ncl - Additions - Other Non-current Financial Liabilities,Desnz - Energy Infrastructure - Desnz - Energy Development,The European Marine Energy Centre Ltd,627601,596000,Desnz - Offshore Renewables-ncl - Additions - Other Non-current Financial Liabilities,Kw16 3aw,Vendor
15/10/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Serco Ltd,627793,87933.48,Desnz - Dwp Warm Home Discount Delivery-technical Advice / Services & Support,Rg27 9uy,Vendor
15/10/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Loughborough University,627539,223491.15,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,Le11 3tu,Grant
15/10/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",The Committee On Climate Change,627503,872200,Desnz - Committee On Climate Change Grant-in-aid Payments-grant-in-aid To Arms Length Bodies,Yo1 7px,Grant
15/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Arniston Ltd T/A Snugg Energy,627489,421502,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Eh8 9bt,Grant
15/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Energiesprong Uk Ltd,627493,28743.22,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,St18 0fz,Grant
15/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thermly Ltd,627494,60414.75,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,M2 6ba,Grant
15/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Living Places Earth Ltd,627515,47018.33,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Tn11 8jh,Vendor
15/10/2024,Other Goods/Services,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Chameleon Technology (Uk) Ltd,627538,148855.5,Desnz - Net Zero Innovation - Smart-other Goods/Services,Hg3 1uf,Grant
15/10/2024,Legal Costs,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Burges Salmon Llp,627532,55773,Desnz - Heat Networks Zoning-legal Costs,Bs2 0zx,Vendor
15/10/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Centre For Sustainable Energy,627804,56580.02,Desnz - Heat Networks Zoning-outsourced Programme Management,Bs1 3lh,Vendor
16/10/2024,Training And Development Expenditure,Desnz - Corporate Services - Desnz - Human Resources,Ernst And Young Llp,627828,30658.5,Desnz - Devolved Admin-training And Development Expenditure,Se1 7eu,Vendor
16/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Urbanchain Ltd,627919,39720.88,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,M2 3ng,Grant
16/10/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,627889,40320,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3v 0as,Vendor
16/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Novelis Uk Ltd,627483,447572.35,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Wa4 1nn,Grant
16/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environmental Power International (Uk Randd) Ltd,627603,197064.72,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sm4 4aw,Vendor
16/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,627898,34954.37,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Rh4 1hj,Vendor
16/10/2024,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ge-hitachi Nuclear Energy International Llc,627920,2983745.06,Desnz - Future Nuclear Enabling Fund-capital Grants To Private Sector - Companies,W6 8pw,Grant
16/10/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Triple Point Investment Management Llp,627941,63835.43,Desnz - Hnip Delivery Programme Expenditure-outsourced Programme Management,Ec4n 7af,Vendor
17/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ucl Consultants Ltd,624351,99785,Desnz - Energy Research And Studies-r & D Outsourced Other,W1t 4tj,Grant
17/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Bennamann Ltd,628268,62482.57,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Tr8 4ry,Vendor
17/10/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Cambridge Econometrics Ltd,626951,59788.2,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,Cb1 2ht,Vendor
17/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Tetronics Technologies Ltd,628194,568396.28,Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other,Sn3 4de,Vendor
17/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fp Mccann,628249,64439.83,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Bt45 8qa,Grant
17/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",John Crane Uk Ltd,628255,331146.78,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sl1 4lu,Grant
17/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Technopolis Ltd,628523,30900,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Bn1 1ee,Vendor
17/10/2024,Minor Works,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,628556,35345.36,Ics - Admin-minor Works,B3 2bj,Vendor
17/10/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Hartley Anderson Ltd,628516,55530,Desnz - Offshore Energy Strategic Environmental Assessment-other Professional Services,Ab41 8er,Vendor
17/10/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Nera Uk Ltd,627913,228062.9,Desnz - Devolved Admin-technical Advice / Services & Support,W1h 5bt,Vendor
17/10/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Low Carbon Contracts Company Ltd,627560,274204,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies,E14 4pu,Vendor
17/10/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ove Arup And Partners Ltd,628227,32609.1,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Ne1 3pl,Vendor
17/10/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ove Arup And Partners Ltd,628232,38540,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Ne1 3pl,Vendor
17/10/2024,Ca - Beis Concessionary Fuel Gbs Account,Desnz - Energy Infrastructure - Desnz - Energy Development,Beis Concessionary Fuel Gbs Account,628231,426106.32,Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferred From British Coal-ca - Beis Concessionary Fuel Gbs Account,Sw1h 0et,Vendor
17/10/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Verian Group Uk Ltd,583658,29800,Desnz - Energy Saving Campaign-marketing And Media,Sw1p 3ja,Vendor
17/10/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,628555,36798.33,Ics - Admin-uksbs - Service Costs,Sn2 1ff,Vendor
17/10/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,628560,340463,Ics - Dsit Cs Admin-uksbs - Service Costs,Sn2 1ff,Vendor
17/10/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Verian Group Uk Ltd,628520,109577.88,Desnz - Fuel Poverty Eco-outsourced Programme Management,Sw1p 3ja,Vendor
17/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sense Wind Ltd,628264,110193.48,Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Ip32 7gy,Grant
17/10/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thermoelectric Conversion Systems Ltd,628272,62865.16,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,G81 2qp,Grant
17/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,London Borough Of Camden,628157,541244.33,Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Local Government,N1c 4ag,Wga Only
17/10/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Triple Point Investment Management Llp,628223,448010.86,Desnz - Green Heat Networks Fund (Ghnf)-Administration Of Grants And Awards,Ec4n 7af,Vendor
18/10/2024,Current Grants To Central Government,Desnz - Corporate Services - Desnz - Commercial,Cabinet Office,628525,53338.92,Desnz - Devolved Admin-current Grants To Central Government,Np10 8fz,Wga Only
18/10/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",National Nuclear Laboratory Ltd,628712,227367.92,Desnz - Nuclear Safeguards Programme-other Professional Services,Wa3 6ae,Vendor
18/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kew Projects Ltd,628674,27324.76,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,B3 3hn,Vendor
18/10/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Liquidlogic Ltd,628568,130680,Desnz - Dwp Warm Home Discount Delivery-outsourced Programme Management,Cv37 6nt,Vendor
18/10/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,627890,72500,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
18/10/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Jigsaw Systems Ltd T/A Jigsaw 24,627536,68580,Ics - Admin-it Software Licences And Software Maintenance,Ng7 7ja,Vendor
18/10/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Technopolis Ltd,628730,101284.5,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Bn1 1ee,Vendor
18/10/2024,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Frazer-nash Consultancy Ltd,628597,79714.37,Desnz - Biomethane Programme Expenditure-research And Development Expenditure,Kt22 7nl,Vendor
18/10/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ove Arup And Partners Ltd,628635,37537.31,Desnz - Heat Networks Zoning-outsourced Programme Management,Ne1 3pl,Vendor
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wandle Housing Association Ltd,628236,136604,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se1 8nw,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Waltham Forest,628237,182569.66,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E17 4jf,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wealden District Council,628238,282576.28,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bn27 2ax,Vendor
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Waverley Borough Council,628239,29194.78,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Gu7 1hr,Vendor
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Tandridge District Council,628240,94372.33,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rh8 0bt,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Ongo Homes Ltd,628241,589187.2,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dn15 6at,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Portsmouth City Council,628242,360852.63,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Po1 2al,Wga Only
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Gentoo Group Ltd,628243,104866.45,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sr3 3xr,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Norwich City Council,628245,582677,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nr2 1nh,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of Wolverhampton Council,628246,590117.7,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Wv1 1rl,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Slough Borough Council,628247,185868.81,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sl1 2el,Vendor
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Enfield,628248,314913.78,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,En1 3xf,Wga Only
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Ashford Borough Council,628752,612180.74,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Tn23 1pl,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Broadland Housing Association Ltd,628753,3062598.42,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nr1 1hu,Vendor
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cambridge City Council,628754,134605.09,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb2 3qj,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Colchester City Council,628755,74312.88,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Co3 3wg,Vendor
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cottsway Housing Association Ltd,628756,203000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ox28 4yg,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Coventry City Council,628757,1402567.28,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cv1 5rr,Wga Only
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Crawley Borough Council,628758,438012.67,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rh10 1uz,Vendor
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cross Keys Homes Ltd,628759,72857.14,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Pe2 7bz,Grant
21/10/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Westmorland And Furness Council,628760,304607.16,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,La9 4dq,Grant
