Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
02/02/2024,Minor Works,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,568194,155056.25,Desnz - Devolved Admin-minor Works,B3 2bj,Vendor
12/02/2024,Stationery,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,570408,47015.05,Desnz - Devolved Admin-stationery,Ts17 6yt,Vendor
12/02/2024,Ca - Gpc New Procedures,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,570409,67378.84,Default-ca - Gpc New Procedures,Ts17 6yt,Vendor
19/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,571847,38902.83,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
21/02/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,572011,64380.07,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
21/02/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,572011,104441.14,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
21/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,572424,100678.7,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
23/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,572499,55495.77,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574564,52659.96,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574564,518104.15,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574564,1367253.72,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
