Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574564,1702066.05,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574564,3506375.4,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574569,98283.11,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574569,260235.53,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574569,323961.86,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574569,453624.6,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574573,209402.8,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574573,552900.46,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574573,688294.41,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
28/02/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,574573,1345315.07,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
29/02/2024,Other Accommodation Charges,Ics - Integrated Corporate Services - Ics - Operations,Matrix Booking Ltd,574980,121101.6,Ics - Admin-other Accommodation Charges,W1d 3ql,Vendor
12/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Turner And Townsend Project Management Ltd,564358,50000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Administration Of Grants And Awards,Ls18 4gh,Vendor
01/02/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Deloitte Llp,567866,92500,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-technical Advice / Services & Support,Ec4a 3hq,Vendor
01/02/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Deloitte Llp,567867,86300,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-technical Advice / Services & Support,Ec4a 3hq,Vendor
01/02/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Deloitte Llp,567868,51650,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-technical Advice / Services & Support,Ec4a 3hq,Vendor
05/02/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Great Yarmouth Borough Council,568245,288961,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Nr30 2qf,Grant
15/02/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Salix Finance Ltd,571161,104100,Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,Ec4n 7be,Grant
22/02/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Iff Research Ltd,572010,61604.23,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-economic Consultancy & Research,Ec3r 6hd,Vendor
20/02/2024,Intra Departmental Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Salix Finance Ltd,572353,113325.33,Desnz - Salix - Grant In Aid.-Intra Departmental Expenditure,Ec4n 7be,Grant
20/02/2024,Intra Departmental Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Salix Finance Ltd,572353,1485207.08,Desnz - Salix - Grant In Aid.-Intra Departmental Expenditure,Ec4n 7be,Grant
14/02/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,550818,255420,Desnz - Reform Of Energy System Operations-other Professional Services,Sw1e 6aj,Vendor
12/02/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,562775,247830,Desnz - Reform Of Energy System Operations-other Professional Services,Sw1e 6aj,Vendor
13/02/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,570141,173910,Desnz - Reform Of Energy System Operations-other Professional Services,Sw1e 6aj,Vendor
28/02/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Hartley Anderson Ltd,574602,35975.5,Desnz - Offshore Energy Strategic Environmental Assessment-other Professional Services,Ab41 8er,Vendor
13/02/2024,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Iff Research Ltd,570000,41141.02,Desnz - Roll-out Of Smart Meters-research And Development Expenditure,Ec3r 6hd,Vendor
14/02/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,550818,43560,Desnz - Reform Of Energy System Operations - Admin-other Professional Services,Sw1e 6aj,Vendor
12/02/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,562775,31680,Desnz - Reform Of Energy System Operations - Admin-other Professional Services,Sw1e 6aj,Vendor
13/02/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,570141,29700,Desnz - Reform Of Energy System Operations - Admin-other Professional Services,Sw1e 6aj,Vendor
06/02/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ove Arup And Partners Ltd,568507,271611,Desnz - Great British Nuclear-technical Advice / Services & Support,W1t 4bj,Vendor
09/02/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Mott Macdonald Ltd,569729,101585.49,Desnz - Great British Nuclear-consultancy Expenditure,Cr0 2ee,Vendor
09/02/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Mott Macdonald Ltd,569730,145362.08,Desnz - Great British Nuclear-consultancy Expenditure,Cr0 2ee,Vendor
14/02/2024,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ashurst Llp,570770,33645.31,Desnz - Great British Nuclear-external Legal Advice And Service,E1 6pw,Vendor
19/02/2024,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ashurst Llp,571853,444726,Desnz - Great British Nuclear-external Legal Advice And Service,E1 6pw,Vendor
26/02/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Alexander Mann Solutions Ltd,572998,43229.38,Desnz - Great British Nuclear-other Professional Services,Ec2n 3aq,Vendor
12/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,West Of England Combined Authority,570051,100000,Desnz - Wht Supply Chain M&E Research & Training-current Grants To Local Government,Bs1 6al,Grant
02/02/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Triad Group Plc,568117,53250,Desnz - Desnz Corporate Services Admin-other It Consultancy,Gu7 1xe,Vendor
01/02/2024,Utilisation Of Provisions - British Energy,"Desnz - Net Zero, Nuclear & International - Desnz - British Energy Historic Payments",Nuclear Decommissioning Authority,563915,8246670.35,Desnz - British Energy Historic Liabilities Funding-utilisation Of Provisions - British Energy,Ca24 3hw,Vendor
22/02/2024,Professional Subscriptions,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Bloomberg Finance Lp,571721,127903.7,Desnz - Hydrogen Economy-professional Subscriptions,Ec4n 4tq,Vendor
09/02/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Barclays Bank Plc,569794,150000,Desnz - New Nuclear Sizewell C (Net Zero)-Consultancy Expenditure,E14 5hp,Vendor
13/02/2024,Nca - Additions - Shares And Equities - Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Nnb Holding Company (Szc) Ltd,570417,110000000,Desnz - Sizewell C Financing-nca - Additions - Shares And Equities - Central Government,W1t 4ez,Vendor
19/02/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Ove Arup And Partners Ltd,571466,85262.5,Desnz - New Nuclear Sizewell C (Net Zero)-Technical Advice / Services & Support,Ne1 3pl,Vendor
23/02/2024,Ppm Consultancy,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Pa Consulting Services Ltd,573009,79750,Desnz - New Nuclear Sizewell C (Net Zero)-Ppm Consultancy,Sw1e 5dn,Vendor
13/02/2024,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Nottingham City Council,570546,1000000,Desnz - Local Energy-current Grants To Local Government,Ng2 3ah,Wga Only
13/02/2024,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Lancashire County Council,570547,1000000,Desnz - Local Energy-current Grants To Local Government,Pr2 2tx,Wga Only
07/02/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ove Arup And Partners Ltd,569272,38973.6,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,W1t 4bq,Vendor
07/02/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ove Arup And Partners Ltd,569277,44977.5,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,W1t 4bq,Vendor
20/02/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Gl Industrial Services Uk Ltd,572373,63367.95,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Le11 3gr,Vendor
28/02/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Mott Macdonald Ltd,574876,77396.57,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Cr0 2ee,Vendor
01/02/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Nuclear Decommissioning Authority,563916,312000000,Desnz - Nuclear Decommissioning Authority Grant In Aid-grant-in-aid To Arms Length Bodies,Ca24 3hu,Vendor
29/02/2024,Cl - Cash Cfers Paid Over To Hmt,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Consolidated Fund Account 6622,575377,4000000,Desnz - Nuclear Decommissioning Authority Grant In Aid-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
02/02/2024,Business Management Advice,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Pa Consulting Services Ltd,568458,60844.8,Desnz - Uk Role In Eu Ets-business Management Advice,Sg8 6dp,Vendor
22/02/2024,Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Trasys International Eeig (Nrb Group),571337,80099.66,Desnz - Uk Role In Eu Ets-clearing - Cost - Assets Under Construction - Internally Developed Software,4040,Vendor
22/02/2024,Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Trasys International Eeig (Nrb Group),571340,129344.79,Desnz - Uk Role In Eu Ets-clearing - Cost - Assets Under Construction - Internally Developed Software,4040,Vendor
27/02/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Trasys International Eeig (Nrb Group),572459,517379.9,Desnz - Uk Role In Eu Ets-other Professional Services,4040,Vendor
27/02/2024,Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Astraeus Consulting Ltd,572694,53700,Desnz - Uk Role In Eu Ets-other It Consultancy,M50 1rd,Vendor
08/02/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Energy Development,Coal Authority,568128,2000000,Desnz - Payment Of Grant In Aid To The Coal Authority-grant-in-aid To Arms Length Bodies,Ng18 4rg,Vendor
08/02/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Energy Development,Coal Authority,568128,3000000,Desnz - Payment Of Grant In Aid To The Coal Authority-grant-in-aid To Arms Length Bodies,Ng18 4rg,Vendor
08/02/2024,Ca - Beis Coal Health Gbs Account,Desnz - Energy Infrastructure - Desnz - Energy Development,Beis Coal Health,568766,350000,Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferr-ca - Beis Coal Health Gbs Account,Sw1h 0et,Vendor
08/02/2024,Utilisation Of Provisions - Social Assistance Benefits - Concessionary,Desnz - Energy Infrastructure - Desnz - Energy Development,Homefire Group Ltd,568852,773883.97,"Desnz - Concessionary Fuel Scheme Costs (Includes Supply, Distribution & Contrac-utilisation Of Provisions - Socialassistance Benefits - Concessionary",S21 1tz,Vendor
12/02/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Clyde & Co Llp,570419,150444.03,Desnz - British Shipbuilders Provision-utilisation Of Provisions - Purchase Of Goods & Services - Other,Ne1 3az,Vendor
20/02/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Clyde & Co Llp,572372,36000.33,Desnz - Amd: British Shipbuilders Provision-utilisation Of Provisions - Purchase Of Goods & Services - Other,Ex3a 7ar,Vendor
21/02/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Iron Mountain (Uk) Plc,572380,198816.65,Desnz - Coal Health Administration Costs Including Legal Defence And Records Man-utilisation Of Provisions - Purchase Of Goods & Services - Other,Eh54 7df,Vendor
21/02/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Zurich Insurance Plc T/A Zurich Municipal,572498,148361.58,Desnz - National Dock Labour Board Provision Del-utilisation Of Provisions - Purchase Of Goods & Services - Other,B16 9pf,Vendor
26/02/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Cms Cameron Mckenna Nabarro Olswang Llp,573322,401991.51,Desnz - Coal Health Administration Costs Including Legal Defence And Records Man-utilisation Of Provisions - Purchase Of Goods & Services - Other,S1 4hs,Vendor
27/02/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Clyde & Co Llp,574050,127497.75,Desnz - British Shipbuilders Provision-utilisation Of Provisions - Purchase Of Goods & Services - Other,Ne1 3az,Vendor
23/02/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Four Communications Ltd,552237,142618,Desnz - Energy Saving Campaign-marketing And Media,E1 1fx,Vendor
02/02/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,559961,349538.34,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
02/02/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,559963,44038.58,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
02/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),567601,49625.95,Desnz - Dwp Warm Home Discount Delivery-administration Of Grants And Awards,Sw1p 3ge,Grant
02/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),567601,279818.57,Desnz - Re:Fit Programme - Local Partnership-administration Of Grants And Awards,Sw1p 3ge,Grant
02/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),567601,449696.37,Desnz - Rhi Domestic Costs-administration Of Grants And Awards,Sw1p 3ge,Grant
02/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),567601,538625.65,Desnz - Gb Insulation Scheme-administration Of Grants And Awards,Sw1p 3ge,Grant
02/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),567601,628655.02,Desnz - Eco Brokerage-administration Of Grants And Awards,Sw1p 3ge,Grant
02/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),567601,772987.22,Desnz - Rhi Non-domestic Costs-administration Of Grants And Awards,Sw1p 3ge,Grant
27/02/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,567947,224776.64,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
12/02/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,567954,90900.37,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
12/02/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,567961,133767.96,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
13/02/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,567965,41146.25,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
28/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),572461,58023.36,Desnz - Seg-administration Of Grants And Awards,Sw1p 3ge,Grant
28/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),572461,186007.85,Desnz - Dwp Warm Home Discount Delivery-administration Of Grants And Awards,Sw1p 3ge,Grant
28/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),572461,976537.92,Desnz - Re:Fit Programme - Local Partnership-administration Of Grants And Awards,Sw1p 3ge,Grant
28/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),572461,1418191.56,Desnz - Rhi Domestic Costs-administration Of Grants And Awards,Sw1p 3ge,Grant
28/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),572461,1762401.8,Desnz - Gb Insulation Scheme-administration Of Grants And Awards,Sw1p 3ge,Grant
28/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),572461,2124372.36,Desnz - Eco Brokerage-administration Of Grants And Awards,Sw1p 3ge,Grant
28/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),572461,2470633.42,Desnz - Rhi Non-domestic Costs-administration Of Grants And Awards,Sw1p 3ge,Grant
23/02/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,23red Ltd,572503,36707.44,Desnz - Energy Saving Campaign-marketing And Media,Ec2a 4dq,Vendor
12/02/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Dartington Crystal Torrington Ltd,569993,65760.54,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies,Ex38 7an,Vendor
12/02/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Dartington Crystal Torrington Ltd,569993,96329.29,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies,Ex38 7an,Vendor
13/02/2024,Subsidies To The Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Telehouse International Corporation Of Europe Ltd,570106,55193,Desnz - Industrial Energy Transformation Scheme-subsidies To The Private Sector - Companies,E14 2aa,Grant
12/02/2024,Subsidies To The Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Ibc Vehicles Ltd,570132,27176,Desnz - Industrial Energy Transformation Scheme-subsidies To The Private Sector - Companies,Lu2 0jx,Grant
15/02/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Britvic Soft Drinks Ltd,570833,1097051.61,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies,Hp2 4tz,Grant
13/02/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ukri - Natural Environment Research Council,570457,140000,Desnz - Climate Science Mitigation-r & D Current Grants To Private Sector - Npish,Cb3 0et,Wga Only
20/02/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,572032,210582.29,Desnz - Climate Science Capability-r & D Outsourced Other,Ox11 0qr,Vendor
29/02/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kpmg Llp,572466,52220,Desnz - Greenhouse Gas Emissions Inventory-r & D Current Grants To Private Sector - Npish,E14 5gl,Vendor
29/02/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kpmg Llp,572468,55018.01,Desnz - Greenhouse Gas Emissions Inventory-r & D Current Grants To Private Sector - Npish,E14 5gl,Vendor
22/02/2024,Business Rates,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,572726,26406.68,Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor
27/02/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,574030,25107.36,Desnz - Greenhouse Gas Emissions Inventory-r & D Outsourced Other,Cr0 2ee,Vendor
27/02/2024,Business Rates,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,574102,96766.63,Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor
27/02/2024,Other Goods/Services,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,574124,45779.18,Desnz - Climate Science International-other Goods/Services,Sw7 2az,Wga Only
02/02/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,563606,72000.74,Ics - Admin-uksbs - Service Costs,Np10 8qq,Vendor
15/02/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,570830,96320.04,Ics - Admin-uksbs - Service Costs,Sn2 1ff,Vendor
15/02/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,570831,96320.04,Ics - Desnz Cs Admin-uksbs - Service Costs,Sn2 1ff,Vendor
22/02/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,571469,319604.33,Ics - Desnz Cs Admin-uksbs - Service Costs,Sn2 1ff,Vendor
22/02/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,571474,238313.25,Ics - Dsit Cs Admin-uksbs - Service Costs,Sn2 1ff,Vendor
13/02/2024,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Holtec Britain Ltd,570128,487883.93,Desnz - Future Nuclear Enabling Fund-capital Grants To Private Sector - Companies,E1 6ra,Grant
23/02/2024,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Environment Agency,573012,85235.1,Desnz - Devolved Admin-misc Non Procurement Spend,Np10 8fz,Wga Only
12/02/2024,Utilisation Of Provisions - Early Departure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),570458,1823991.71,Desnz - Ukaea Restructuring-utilisation Of Provisions - Early Departure,Ox14 3db,Wga Only
