Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
26/07/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Pricewaterhousecoopers Llp,611691,"£168,174.07",Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Wc2n 6rh,Vendor
26/07/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Pricewaterhousecoopers Llp,611696,"£661,899.37",Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Wc2n 6rh,Vendor
16/07/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings And Industry Dg Office,Baringa Partners Llp,609678,"£27,720.00",Desnz - Net Zero Costs - Admin-other Technical Professional Services,Sw1e 6aj,Vendor
15/07/2024,Energy Management Services,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Low Carbon Contracts Company Ltd,609068,"£27,150.49",Desnz - Clean Growth-energy Management Services,E14 4pu,Vendor
01/07/2024,Training And Development Expenditure,Desnz - Energy Markets & Supply - Desnz - Energy Security & Resilience,Serco Ltd,606142,"£25,500.00",Desnz - Emergency Response Training-training And Development Expenditure,Nn17 9gy,Vendor
03/07/2024,Other It Consultancy,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Phoenix Software Ltd,605598,"£120,615.35",Desnz - Devolved Admin-other It Consultancy,Yo42 1ns,Vendor
09/07/2024,It Hosting Services,Desnz - Energy Markets & Supply - Desnz - Strategy Directorate,Fivium Ltd,607083,"£47,644.20",Desnz - Devolved Admin-it Hosting Services,Wc2n 6ah,Vendor
31/07/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Fti Consulting Ltd,600364,"£42,381.08",Desnz - Energy Bills Relief Scheme-outsourced Programme Management,Ec1a 4hd,Vendor
31/07/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Fti Consulting Ltd,605418,"£30,672.13",Desnz - Energy Bills Relief Scheme-outsourced Programme Management,Ec1a 4hd,Vendor
24/07/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Iff Research Ltd,609369,"£28,650.00",Desnz - Energy Bills Relief Scheme-programme Monitoring And Evaluation,Ec3r 6hd,Vendor
31/07/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Hinduja Global Solutions Uk Ltd,609684,"£37,982.34",Desnz - Energy Bill Discount Scheme Del-prog-outsourced Programme Management,Tw8 9ag,Vendor
30/07/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Iff Research Ltd,610703,"£62,368.53",Desnz - Energy Bills Relief Scheme-programme Monitoring And Evaluation,Ec3r 6hd,Vendor
31/07/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Energy Affordability & Consumers,Fti Consulting Ltd,611740,"£46,163.60",Desnz - Energy Bills Relief Scheme-outsourced Programme Management,Ec1a 4hd,Vendor
02/07/2024,Salaries - Outward Secondments,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,National Grid Carbon Ltd,606549,"£110,354.40",Desnz - Ccs Projects-salaries - Outward Secondments,Wc2n 5eh,Vendor
23/07/2024,Recruitment Advice And Services,Desnz - Energy Markets & Supply - Desnz - Energy Security & Resilience,Cabinet Office,610411,"£27,651.18",Desnz - Devolved Admin-recruitment Advice And Services,Np10 8fz,Wga Only
02/07/2024,Counsels Legal Opinion & Parliamentary Counsel Service,Desnz - Corporate Services - Desnz - Legal Services,Cabinet Office,600956,"£53,038.00",Desnz - Devolved Admin-counsels Legal Opinion & Parliamentary Counsel Service,Np10 8fz,Wga Only
02/07/2024,Counsels Legal Opinion & Parliamentary Counsel Service,Desnz - Corporate Services - Desnz - Legal Services,Cabinet Office,600956,"£189,230.00",Desnz - Devolved Admin-counsels Legal Opinion & Parliamentary Counsel Service,Np10 8fz,Wga Only
04/07/2024,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Government Legal Department,607076,"£34,719.72",Desnz - Litigation And Government Legal Department-payments To Government Legal Department,Sw1h 9gl,Vendor
22/07/2024,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Government Legal Department,609682,"£139,250.00",Desnz - Devolved Admin-payments To Government Legal Department,Sw1h 9gl,Vendor
22/07/2024,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Government Legal Department,609682,"£3,220,000.00",Desnz - Devolved Admin-payments To Government Legal Department,Sw1h 9gl,Vendor
04/07/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Network Research Belgium (Nrb),605656,"£392,158.08",Desnz - Energy Savings Opportunity Scheme-other Professional Services,4040,Vendor
03/07/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,West Midlands Combined Authority,606749,"£139,197.28",Desnz - Business Energy Efficiency Delivery-current Grants To Local Government,B19 3sd,Grant
03/07/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,West Midlands Combined Authority,606751,"£290,762.58",Desnz - Business Energy Efficiency Delivery-current Grants To Local Government,B19 3sd,Grant
26/07/2024,Contractor Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Ricardo-aea Ltd,610688,"£107,207.28",Desnz - Chp Quality Assurance Programme-contractor Expenditure,Ox11 0qr,Vendor
25/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Vmware Uk Ltd,585862,"£307,326.38",Ics - Admin-it Software Licences And Software Maintenance,Tw18 3fa,Vendor
17/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,605334,"£76,916.90",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor
17/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,605601,"£162,681.14",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor
09/07/2024,Standard Desktop Plus Service (Pfi),Ics - Integrated Corporate Services - Ics - Digital,Boxxe Ltd,605859,"£354,357.25",Ics - Admin-standard Desktop Plus Service (Pfi),Yo31 7re,Vendor
17/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,605898,"£52,437.46",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor
17/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,605900,"£68,745.89",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor
17/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,606748,"£34,823.81",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor
17/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,607067,"£4,475,307.66",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor
22/07/2024,It Network Services,Ics - Integrated Corporate Services - Ics - Digital,Lumen Technologies Uk Ltd,608146,"£86,882.35",Ics - Admin-it Network Services,Ec1v 7eb,Vendor
12/07/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Cgi It Uk Ltd,608451,"£42,922.28",Ics - Admin-outsourced Technical Support,Ec3m 3by,Vendor
23/07/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Cgi It Uk Ltd,610210,"£39,535.20",Ics - Admin-outsourced Technical Support,Ec3m 3by,Vendor
23/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,610355,"£150,347.70",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor
26/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,611047,"£83,159.65",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor
30/07/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Cloud Technology Solutions Ltd,611853,"£568,028.83",Ics - Admin-it Software Licences And Software Maintenance,M2 3aw,Vendor
08/07/2024,Ict Outsourcing & Maintenance/Support,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Fivium Ltd,607792,"£29,444.20",Desnz - Energy Portal Costs-ict Outsourcing & Maintenance/Support,Wc2n 6ah,Vendor
08/07/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,607056,"£331,491.60",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor
08/07/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,607057,"£397,647.60",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor
08/07/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,607063,"£131,323.20",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor
24/07/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,611089,"£169,935.55",Ics - Admin-outsourced Technical Support,Bh24 3fg,Vendor
16/07/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",The Committee On Climate Change,609866,"£335,292.00",Desnz - Committee On Climate Change Grant-in-aid Payments-grant-in-aid To Arms Length Bodies,Yo1 7px,Grant
03/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Technopolis Ltd,580878,"£65,510.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Bn1 1ee,Vendor
16/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Bristol City Council,588347,"£49,919.35",Desnz - Net Zero Innovation - Built-r & D Outsourced Other,Bs1 9ne,Wga Only
02/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Copenhagen Offshore Partners A/S,605655,"£96,998.00",Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Eh2 3es,Grant
01/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,605855,"£485,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
01/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,605878,"£490,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
01/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,605879,"£441,293.98",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
01/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,605881,"£31,100.05",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wa3 6ae,Vendor
01/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Samsung Electronics Uk Ltd,605938,"£499,048.00",Desnz - Net Zero Innovation - Built-r & D Outsourced Other,Tw18 4qe,Vendor
01/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Samsung Electronics Uk Ltd,605968,"£47,615.00",Desnz - Net Zero Innovation - Built-r & D Outsourced Other,Kt160ps,Vendor
02/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Living Places Earth Ltd,606213,"£73,941.50",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Tn11 8jh,Vendor
02/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Living Places Earth Ltd,606214,"£43,611.34",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Tn11 8jh,Vendor
02/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,606296,"£480,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
02/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,606298,"£200,000.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant
02/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,606299,"£183,875.07",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant
02/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Gengame Ltd,606300,"£82,437.07",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Hg2 8na,Vendor
02/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,606301,"£58,624.86",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant
02/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",People Powered Retrofit Ltd,606553,"£75,685.64",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,M4 7hr,Grant
04/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Hildebrand Technology Ltd,607122,"£121,275.60",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,W1s 2yz,Vendor
04/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Future Energy Associates Ltd,607123,"£66,146.40",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,N4 1db,Vendor
04/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Green Energy Options Ltd,607418,"£35,090.63",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Cb23 7qs,Vendor
05/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,607482,"£475,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
05/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",City Science Corporation Ltd,607517,"£104,069.89",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Ex1 1ts,Vendor
08/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,607891,"£35,956.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor
08/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,607894,"£30,725.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor
08/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,607896,"£46,580.40",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor
09/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Livelink Aerospace Ltd,608412,"£450,712.73",Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Po18 9ab,Grant
10/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Hildebrand Technology Ltd,608427,"£85,441.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,W1s 2yz,Vendor
11/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ore Catapult Development Services Ltd T/A Odsl,608781,"£778,119.00",Desnz - Net Zero Innovation - Renewables-r & D Outsourced Other,Ne24 1lz,Grant
11/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nusku Ltd,608808,"£47,644.63",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Bs34 8rb,Grant
11/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thermly Ltd,608811,"£25,646.20",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,M2 6ba,Grant
12/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,608993,"£465,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
12/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Stortera Ltd,609009,"£441,396.50",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Eh16 4bb,Vendor
15/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kensa Heat Pumps Ltd,609513,"£54,990.41",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Tr4 8rj,Grant
15/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thermoelectric Conversion Systems Ltd,609515,"£78,697.99",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,G81 2qp,Grant
22/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Perenna Bank Plc,609516,"£35,820.72",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,W2 6lg,Grant
15/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sense Wind Ltd,609654,"£162,082.82",Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Ip32 7gy,Grant
16/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Synchrostor Ltd,609797,"£1,191,186.04",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Eh20 9th,Grant
16/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,609841,"£98,234.38",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wa3 6ae,Vendor
16/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,610070,"£90,000.00",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wa3 6ae,Vendor
17/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,610097,"£470,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
17/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Escrow-tech Ltd,610113,"£183,134.98",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Bs32 0bt,Grant
23/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Arniston Ltd T/A Snugg Energy,610804,"£433,974.00",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Eh8 9bt,Grant
23/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,610811,"£336,365.45",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant
24/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,611104,"£164,125.44",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,Wa3 6ae,Vendor
24/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,611304,"£460,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
25/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,611399,"£450,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
26/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Parity Projects Ltd,611567,"£51,884.93",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Sw18 4uq,Vendor
26/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Marine Power Systems Ltd,611860,"£404,999.02",Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Sa1 2aq,Grant
26/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Scroll Finance Ltd,611864,"£194,470.16",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Ec2y 5eb,Vendor
31/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Oecd (Organisation For Economic Co-operation And Development),611920,"£458,676.99",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,75775,Vendor
31/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thormer Solutions Ltd,612789,"£118,590.73",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Dl8 3au,Vendor
31/07/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Office For Nuclear Regulation,612795,"£29,677.84",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,L20 7hs,Vendor
31/07/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,612796,"£209,000.00",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
03/07/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Ashurst Llp,606734,"£237,030.60",Desnz - Hydrogen And Industrial Energy Business Models-other Professional Services,E1 6pw,Vendor
22/07/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Ove Arup And Partners Ltd,610366,"£240,423.88",Desnz - Hydrogen And Industrial Energy Business Models-consultancy Expenditure,Ne1 3pl,Vendor
24/07/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Ashurst Llp,611135,"£275,643.40",Desnz - Hydrogen And Industrial Energy Business Models-other Professional Services,E1 6pw,Vendor
01/07/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Baringa Partners Llp,606091,"£39,259.24",Desnz - Hydrogen Economy-consultancy Expenditure,Sw1e 6aj,Vendor
26/07/2024,Professional Subscriptions,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Financial Times Ltd (The),611578,"£131,806.00",Desnz - Net Zero Costs - Admin-professional Subscriptions,Ec4m 9bt,Vendor
11/07/2024,Ca - Bike Loan,Ics - Integrated Corporate Services - Ics - Human Resources,Reward Gateway (Uk) Ltd,608838,"£29,159.77",Ics - Desnz Cs Admin-ca - Bike Loan,W1t 7rq,Vendor
24/07/2024,International Subscriptions,Desnz - Corporate Services - Desnz - Communications,The Press Association Ltd,610625,"£46,872.00",Desnz - Devolved Admin-international Subscriptions,W2 1af,Vendor
08/07/2024,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Office For Nuclear Regulation,604975,"£33,961.41",Desnz - Devolved Admin-misc. Non Procurement Spend,L20 7hs,Vendor
11/07/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Kings College London,609005,"£154,253.00",Desnz - Medical Radioisotope Innovation Programme-technical Advice / Services & Support,Wc2r 2ls,Vendor
25/07/2024,Capital Grants To Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,610384,"£6,129,269.80",Desnz - Net Zero - Nnl Facilities-capital Grants To Central Government,Wa3 6ae,Vendor
24/07/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,611024,"£49,999.99",Desnz - Net Zero - Nnl Facilities-technical Advice / Services & Support,Wa3 6ae,Vendor
03/07/2024,Legal Costs,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Burges Salmon Llp,607060,"£43,403.85",Desnz - Heat Networks Zoning-legal Costs,Bs2 0zx,Vendor
04/07/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Bxs Utilities Ltd,607189,"£187,500.00",Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,N1c 4ab,Grant
08/07/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Worthing Borough Council,607421,"£1,900,000.00",Desnz - Hnip Scheme Payments-capital Grants To Local Government,Bn11 1ha,Grant
08/07/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Switch2 Energy Limited,607770,"£66,504.00",Desnz - Heat Networks Efficiency Scheme (Hnes)-Outsourced Programme Management,Bd17 7ez,Grant
09/07/2024,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Rsm Uk Consulting Llp,608083,"£31,696.50",Desnz - Heat Networks Efficiency Scheme (Hnes)-Research And Development Expenditure,Bt1 3lg,Vendor
10/07/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Triple Point Investment Management Llp,608502,"£76,468.06",Desnz - Hnip Delivery Programme Expenditure-outsourced Programme Management,Ec4n 7af,Vendor
