Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
19/01/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Icf Consulting Services Ltd,565096,47096.98,Desnz - Energy Technologies List-other Professional Services,Ec4r 1be,Vendor
23/01/2024,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ricardo-aea Ltd,565330,210992.75,Desnz - Energy Technology List Research & Products Policy Support Services-research And Development Expenditure,Ox11 0qr,Vendor
22/01/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Building Research Establishment Ltd (Bre),565347,61646.9,Desnz - Clean Heat Sap (Standard Assessment Procedure)-Outsourced Programme Management,Wd25 9xx,Vendor
29/01/2024,It Infrastructure Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,North Sea Transition Authority,567122,39843.25,Desnz - Energy Technologies List-it Infrastructure Support,Wc1b 3hf,Wga Only
31/01/2024,Ca - Prepayments - Other,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),567559,9111000,Desnz - Boiler Upgrade Scheme (Capital)-Ca - Prepayments - Other,Sw1p 3ge,Grant
31/01/2024,Internal Audit Services,Desnz - Corporate Services - Desnz - Finance Directorate,Hm Treasury,567823,200000,Desnz - Desnz Corporate Services Admin-internal Audit Services,Sw1a 2hq,Wga Only
17/01/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Centre For International Forestry Research (Cifor),564626,92705.91,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,16115,Grant
11/01/2024,Storage And Distribution,Ics - Integrated Corporate Services - Ics - Digital,Restore Plc,563223,29417.16,Desnz - Desnz Corporate Services Admin-storage And Distribution,Rh1 5dy,Vendor
25/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Alps Ecoscience Uk Ltd,554736,37285.27,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Rg41 1qw,Vendor
04/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,560052,37424.66,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Bn1 4fy,Vendor
03/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fp Mccann,561987,34427.99,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Bt45 8qa,Grant
03/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Brill Power Ltd,561990,52256.82,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox1 1hu,Grant
04/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Solar Flow Ltd,562034,29916,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sw11 3bq,Vendor
09/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Qdot Technology Ltd,562757,79393.33,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox11 0qx,Grant
11/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Lightfi Ltd,563357,83214.65,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wc1n 3ax,Vendor
11/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Lambda Energy Ltd,563359,96155.74,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Mk43 0al,Grant
11/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Concrete4change Ltd,563368,87291.5,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ng7 2qj,Grant
11/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Latent Drive Ltd,563410,68382.43,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Dt2 8zb,Grant
15/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ucl Consultants Ltd,563925,273352.5,Desnz - Energy Research And Studies-r & D Outsourced Other,W1t 4tj,Grant
15/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Met Office,564040,73773.91,Desnz - Energy Research And Studies-r & D Outsourced Other,Ex1 3pb,Wga Only
15/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,564213,66888.44,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Nw5 1lp,Grant
15/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Economad Solutions Ltd,564215,61664.92,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Al5 2jq,Grant
17/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Energy Systems Catapult Ltd,564793,96196.92,Desnz - International Science And Innovation-r & D Current Grants To Private Sector - Npish,B4 6bs,Vendor
19/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rfc Power Ltd,565066,98963.68,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Hg1 2pw,Vendor
19/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Build Test Solutions Ltd,565320,52658.59,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Le17 4hb,Vendor
23/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rotaheat Ltd,565732,60108.32,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sp5 4df,Vendor
23/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Deep Isolation Emea Ltd,565744,70946,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wc2n 5bw,Grant
23/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Queen Mary University Of London,565898,57190.48,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,E1 4ns,Vendor
23/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Queen Mary University Of London,565900,57190.48,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,E1 4ns,Vendor
23/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Queen Mary University Of London,565908,57190.48,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,E1 4ns,Vendor
23/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Queen Mary University Of London,565962,64907.62,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,E1 4ns,Vendor
29/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fetu Ltd,566745,36259.9,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Hx5 9hh,Grant
29/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,566926,49943.45,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Rh4 1hj,Vendor
29/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,566928,27273.1,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Rh4 1hj,Vendor
29/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Stretchline Uk Ltd,567116,76348.91,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wc2b 4as,Grant
29/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Corrie Energy Partners Ltd,567128,65540.56,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Rh17 6sn,Grant
29/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nova Innovation Ltd,567268,156180.7,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Eh6 6qh,Grant
30/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Smart-ventilation Ltd,567281,57819.2,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Bt18 9hs,Grant
30/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",H2go Power Ltd,567307,48729.82,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,W12 0bz,Grant
30/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Bam Nuttall Ltd,567327,55561.57,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Gu15 3xw,Grant
30/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Bam Nuttall Ltd,567329,42607.29,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Gu15 3xw,Grant
30/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Flex Marine Power Ltd,567572,82749.93,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,G62 7ls,Grant
02/01/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Pa Consulting Services Ltd,553705,60000,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sg8 6dp,Vendor
03/01/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Pa Consulting Services Ltd,560535,47268,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sg8 6dp,Vendor
22/01/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Pa Consulting Services Ltd,562829,60000,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sg8 6dp,Vendor
12/01/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,563725,26880,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3m 4aj,Vendor
12/01/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,563728,36480,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3m 4aj,Vendor
30/01/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Pa Consulting Services Ltd,567320,29088,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sg8 6dp,Vendor
30/01/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Ricardo-aea Ltd,567317,58024.8,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,Ox11 0qr,Vendor
05/01/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",International Atomic Energy Agency,561787,433845,Desnz - Peaceful Uses-current Grants To Overseas Bodies,1400,Vendor
05/01/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",International Atomic Energy Agency,561789,130153.5,Desnz - Peaceful Uses-current Grants To Overseas Bodies,1400,Vendor
23/01/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",National Nuclear Laboratory Ltd,565963,146710.09,Desnz - Nuclear Safeguards Programme-other Professional Services,Wa3 6ae,Vendor
23/01/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",National Nuclear Laboratory Ltd,565964,156298.78,Desnz - Nuclear Safeguards Programme-other Professional Services,Wa3 6ae,Vendor
29/01/2024,It Infrastructure Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",North Sea Transition Authority,567122,39843.25,Desnz - Desnz Corporate Services Admin-it Infrastructure Support,Wc1b 3hf,Wga Only
29/01/2024,Economic Consultancy & Research,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Wsp Uk Ltd,554804,36300,Desnz - Sice - Cdel Staff-economic Consultancy & Research,M15 4rp,Vendor
25/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cpl Products Ltd,559043,276809.14,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,S21 1tz,Vendor
05/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Matrix Moulding Systems Ltd,562476,27720.48,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng23 5ff,Grant
08/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Olympus Automation Ltd,562525,64152.97,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Pe2 6yn,Grant
08/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Stoli Catalysts Ltd,562533,94204.15,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Cv35 9ef,Grant
08/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fp Mccann,562549,55781.94,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Bt45 8qa,Grant
08/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Bam Nuttall Ltd,562558,250838.31,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Gu15 3xw,Grant
08/01/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,562559,38678.44,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Research And Development Expenditure,Se1 9ax,Vendor
08/01/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,562564,77356.87,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Research And Development Expenditure,Se1 9nt,Vendor
08/01/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,562650,116035.31,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Research And Development Expenditure,Se1 9nt,Vendor
08/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,562657,264296.18,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Bt3 9dt,Vendor
08/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Danfoss Scotland Ltd,562662,37999.01,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh20 9tb,Grant
09/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Heriot-watt University,562759,26716.57,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Eh14 4as,Vendor
09/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,562760,26715.47,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only
09/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University Of Oxford,562765,75378.01,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ox1 2xn,Vendor
09/01/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Locogen Ltd,562790,57918.92,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Research And Development Expenditure,Eh3 5bd,Vendor
09/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Twi Ltd,562803,37880.1,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Cb21 6al,Vendor
09/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",White Horse Energy Ltd,562810,189052.76,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Gl7 1yg,Vendor
09/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kew Projects Ltd,562819,49447.88,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,B3 3hn,Vendor
09/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Glass Futures Ltd,562821,30292.88,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2py,Vendor
12/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",4t2 Sensors Ltd,562859,33165.77,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,B15 2sq,Grant
11/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Supercritical Solutions Ltd,563401,206619.2,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,W5 1hs,Vendor
11/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kellogg Company Of Great Britain Ltd,563417,95910.57,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,M50 2hf,Grant
11/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Caldera Heat Batteries Ltd,563647,199799.83,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Po15 5tx,Grant
15/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,563920,28536,Desnz - Net Zero Innovation - Hydrogen-r & D Current Grants To Private Sector - Npish,Kt22 7nl,Vendor
15/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Black Bull Biochar Ltd,564038,35304.92,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Se1 3le,Vendor
15/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University College London,564044,33351.89,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Wc1e 6bt,Vendor
15/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ai Build Ltd,564047,139227,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,E10 7qp,Grant
15/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",17 Cicada Ltd,564053,73204.79,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Cb4 0ws,Vendor
15/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Severn Wye Energy Agency Ltd,564064,55625.62,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Gl2 8dn,Grant
15/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,564214,108763.5,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bt3 9dt,Vendor
17/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nnb Generation Company (Szc) Limited,564574,93777.02,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Rh10 1qq,Vendor
17/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nnb Generation Company (Szc) Limited,564593,28825.48,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Rh10 1qq,Vendor
17/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The Biorenewables Development Centre Ltd,564794,461980.09,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Yo19 5sn,Vendor
19/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",British Ceramic Confederation Ltd,565051,43995.73,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,St4 2sa,Vendor
19/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",British Ceramic Confederation Ltd,565053,123771.74,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,St4 2sa,Vendor
19/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Novelis Uk Ltd,565055,395803.02,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Wa4 1nn,Grant
19/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",British Ceramic Confederation Ltd,565057,56234.46,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,St4 2sa,Vendor
19/01/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ryze Hydrogen Ltd,565065,25043.69,Desnz - Net Zero Costs - Admin-current Grants To Private Sector - Npish,Ox1 2du,Grant
19/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ft Pipeline Systems Ltd,565078,93935.5,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Ws13 7sy,Vendor
19/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",British Ceramic Confederation Ltd,565108,56223.55,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,St4 2sa,Vendor
22/01/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Matrix Moulding Systems Ltd,565387,33160.6,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng23 5ff,Grant
22/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Lapwing Energy Ltd,565392,60784.72,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Dn10 5bz,Vendor
22/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Supercritical Solutions Ltd,565623,105443.42,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,W5 1hs,Vendor
23/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",White Horse Energy Ltd,565754,77111.45,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Gl7 1yg,Vendor
25/01/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Gemserv Limited,566215,513171.62,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,Ec3m 4aj,Vendor
29/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rickerby Estates Ltd,566897,113866,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ca2 4au,Vendor
31/01/2024,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",London Borough Of Sutton,566903,431957,Desnz - Net Zero Innovation - Built-capital Grants To Private Sector - Companies,Sm11ea,Grant
29/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cage Technologies Ltd,567262,177333.23,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,La2 0dz,Grant
30/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kellogg Company Of Great Britain Ltd,567563,77944.88,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,M50 2hf,Grant
30/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environmental Power International (Uk Randd) Ltd,567569,145580.95,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sm4 4aw,Vendor
30/01/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Gemserv Limited,567573,167205.61,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,Ec3m 4aj,Vendor
30/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Black Bull Biochar Ltd,567574,33958.64,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Se1 3le,Vendor
19/01/2024,Minor Works,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,565097,206877.75,Ics - Admin-minor Works,B3 2bj,Vendor
19/01/2024,Minor Works,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,565098,48806.46,Ics - Admin-minor Works,B3 2bj,Vendor
