Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
01/03/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Ricardo-aea Ltd,575527,46574.29,Desnz - Social Housing Decarbonisation Fund (Shdf)-Other Professional Services,Ox11 0qr,Vendor
07/03/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Iff Research Ltd,576048,29176.19,Desnz - Social Housing Decarbonisation Fund (Shdf)-Economic Consultancy & Research,Ec3r 6hd,Vendor
21/03/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Turner And Townsend Project Management Ltd,577431,152119.83,Desnz - Social Housing Decarbonisation Fund (Shdf)-Administration Of Grants And Awards,Ls18 4gh,Vendor
19/03/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Iff Research Ltd,580243,103555.63,Desnz - Social Housing Decarbonisation Fund (Shdf)-Outsourced Programme Management,Ec3r 6hd,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Ashford Borough Council,581672,265977.87,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Tn23 1pl,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Basildon Borough Council,581673,1406247.7,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ss14 1dl,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Birmingham City Council,581674,6756853,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,B1 1bb,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Blackpool Council,581675,230653.45,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Fy1 3ah,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Broadland Housing Association Ltd,581676,833673.4,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nr1 1hu,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cambridge City Council,581677,198737.34,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb2 3qj,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of York Council,581678,387500,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Yo1 6ga,Grant
22/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Clarion Housing Association Ltd,581679,12611687.3,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se1 2da,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Connexus Homes Ltd,581681,44000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sy7 9bw,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cornwall Council,581682,119553.75,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Tr1 3ay,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cottsway Housing Association Ltd,581683,114077.66,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ox28 4yg,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Coventry City Council,581684,1397800.71,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cv1 5rr,Wga Only
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Crawley Borough Council,581685,1952864.92,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rh10 1uz,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cross Keys Homes Ltd,581686,259684.64,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Pe2 7bz,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Dartford Borough Council,581687,548576,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Da1 1dr,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Westmorland And Furness Council,581688,232626.02,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,La9 4dq,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Exeter City Council,581691,318550,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ex1 1jn,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Fairhive Homes Ltd,581692,273493.9,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Hp20 2nj,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Flagship Housing Group,581693,268364.76,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nr1 1pd,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Golding Homes Ltd,581694,338464.35,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me14 1st,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Greater Manchester Combined Authority,581695,5275967.02,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,M60 2la,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Greensquareaccord Ltd,581696,313076.06,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,B70 6qg,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Haig Housing Trust,581697,271057.14,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sm4 5ns,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Hinckley And Bosworth Borough Council,581698,48116.34,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Le10 0fr,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Homes Plus Ltd,581699,214510,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sy9 5ab,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Kingston Upon Hull City Council,581700,36000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Hu1 2ab,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Islington,581701,496337.91,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,N7 7ep,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London And Quadrant Housing Trust,581702,4181033.15,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E15 4ph,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Leeds City Council,581703,143823.53,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ls1 1ur,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Lincolnshire Housing Partnership Ltd,581704,891113.1,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dn31 2lj,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Liverpool City Region Combined Authority,581705,8622506.75,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,L3 1bp,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Barnet,581706,229508.69,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nw9 4ew,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Camden,581707,901016.62,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Wc1h 9je,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Hackney,581708,55000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E8 1ea,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Hammersmith And Fulham,581709,603586,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W6 9ju,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Harrow,581710,207379.53,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ha1 2xy,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Hounslow,581711,744408.6,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Tw3 3eb,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Lewisham,581712,309497.38,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se6 4ru,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Longhurst Group Ltd,581713,227782.03,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nn10 6bs,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Medway Council,581714,63819.32,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me4 4tr,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Metropolitan Housing Trust Ltd,581715,1028160.5,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,N14 6pw,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Milton Keynes Council,581716,2890704.8,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Mk9 3ej,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Moat Homes Ltd,581717,784548.35,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Da2 6qe,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sovereign Network Homes Ltd,581718,388004.62,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ha9 0hp,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Newcastle City Council,581719,574236.89,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ne3 9bh,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Newham,581720,45567.66,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E16 2qu,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,North East Derbyshire District Council,581721,230650.09,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,S42 6ng,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Notting Hill Genesis,581722,1410713.95,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,N1 9fl,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nottingham City Council,581723,5718550.24,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ng2 3ng,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nsah (Alliance Homes) Ltd,581724,195000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bs20 7aw,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Octavia Housing,581725,122093.13,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W10 5bn,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Oxford City Council,581726,277743.08,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ox1 1ds,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Peabody Trust,581727,1040104.22,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se1 7jb,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cheshire Peaks And Plains Housing Trust Ltd,581728,562729.01,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sk11 6qj,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Phoenix Community Housing Association (Bellingham & Downham) Ltd,581729,179758.31,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se6 2rp,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Raven Housing Trust Ltd,581730,408507,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rh1 1ss,Grant
20/03/2024,Current Grants To Private Sector - Npish,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Red Kite Community Housing Ltd,581731,163411.12,Desnz - Net Zero Costs - Admin-current Grants To Private Sector - Npish,Hp11 1ju,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Kensington & Chelsea,581732,790535.22,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W8 7nx,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Kensington & Chelsea,581733,110570.02,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W8 7nx,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Kensington & Chelsea,581734,437337.72,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W8 7nx,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Greenwich,581735,362417.15,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se18 6hq,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sanctuary Housing Association,581737,3699192.2,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Wr1 3zq,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Settle Group,581738,670679.03,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sg6 1ha,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,South Cambridgeshire District Council,581740,238000.04,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb23 6ea,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,South Holland District Council,581741,436400,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Pe11 2xq,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,South Kesteven District Council,581742,240098.37,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ng31 6tt,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southend On Sea City Council,581743,52281.92,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ss2 6er,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southern Housing Group Ltd,581744,176189.89,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me9 8gu,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southern Housing Group Ltd,581745,327200.04,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me9 8gu,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sovereign Housing Association Ltd,581746,1250992.19,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rg21 4fa,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,St Albans District Council,581747,845134.14,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Al1 3je,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stevenage Borough Council,581748,184282.91,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sg1 1hn,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stonewater Ltd,581749,984082.87,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Le6 8ep,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stroud District Council,581750,1223507.09,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Gl5 4ub,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Swindon Borough Council,581751,36064.05,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sn2 2ey,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Tees Valley Combined Authority,581752,5376555.24,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dl2 1lu,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Thanet District Council,581753,219723.36,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ct9 1xz,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Folkestone And Hythe District Council,581754,278219.51,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ct20 2qy,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,The Guinness Partnership Ltd,581755,1405287.35,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ol9 7lh,Vendor
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,The Riverside Group Ltd,581756,1235031.27,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,L24 8rf,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Three Rivers District Council,581757,138340.5,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Wd3 1rl,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Together Housing Association,581758,394000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Hx1 2eb,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vivid Housing Ltd,581759,342320.45,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Po2 8hb,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Welwyn Hatfield Borough Council,581760,144981.17,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Al8 6ae,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Lancashire Borough Council,581761,293092.11,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,L39 2df,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Midlands Combined Authority,581762,4617445.21,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,B19 3sd,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Northamptonshire Council,581763,178189.23,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nn1 1ed,Grant
22/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Of England Combined Authority,581764,8623718.74,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bs1 6qh,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Of England Combined Authority,581765,1326519.63,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bs1 6al,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Yorkshire Combined Authority,581766,1506398.48,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ls1 2de,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Westminster City Council,581767,380000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sw1e 6qp,Wga Only
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Winchester City Council,581768,28992.46,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,So23 9lj,Grant
20/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wokingham Borough Council,581769,44437.75,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rg40 1bn,Grant
26/03/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Lincolnshire Housing Partnership Ltd,584178,210346.32,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dn31 2lj,Grant
06/03/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",International Council On Clean Transportation (Icct),574467,175000,Desnz - Inz - Care Fund-current Grants To Overseas Bodies,20005,Grant
27/03/2024,International Subscriptions,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Rockefeller Philanthropy Advisors Inc,582849,40000,Desnz - Inz - Care Fund-international Subscriptions,10008-7082,Vendor
25/03/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Oecd (Organisation For Economic Co-operation And Development),583243,120000,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,Cedex 16,Vendor
01/03/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Salix Finance Ltd,573743,1212481.19,Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant
