Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
18/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",South Bank University Enterprises Ltd,579747,68016.15,Desnz - Energy Research And Studies-r & D Outsourced Other,Se1 0aa,Vendor
18/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cambridge Gan Devices Ltd,579791,44923.22,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Cb4 0dl,Grant
19/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Brill Power Ltd,580203,36908.58,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox1 2ew,Grant
19/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Synaptec Ltd,580205,113698.4,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,G1 1xw,Grant
19/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Concrete4change Ltd,580324,48391.28,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ng7 2qj,Grant
19/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,580828,27571.86,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Kt22 7nl,Vendor
20/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cable Coatings Ltd T/A Assetcool,580944,45057.68,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ls10 2eu,Grant
20/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Satellite Applications Catapult Ltd,580947,104940.33,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox11 0qr,Vendor
20/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rotaheat Ltd,580949,43551.93,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sp5 4df,Vendor
20/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Stretchline Uk Ltd,580999,53257.39,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wc2b 4as,Grant
20/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Economad Solutions Ltd,581087,64027.15,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Al5 2jq,Grant
20/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Advanced Infrastructure Technology Ltd,581094,71661,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Cb1 7rt,Vendor
20/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Equiwatt Ltd,581096,54409.67,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ne8 3df,Grant
21/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Urbanchain Ltd,581637,71075.3,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,M2 3ng,Grant
22/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Polycapture Ltd,582130,112302.44,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Cb3 0gt,Grant
22/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Leeds Beckett University,582274,27124.75,Desnz - Energy Research And Studies-r & D Outsourced Other,Ls2 8nu,Vendor
25/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ucl Consultants Ltd,582732,273352.5,Desnz - Energy Research And Studies-r & D Outsourced Other,W1t 4tj,Grant
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Queen Mary University Of London,582906,57190.48,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,E1 4ns,Vendor
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Queen Mary University Of London,582908,57190.48,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,E1 4ns,Vendor
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Build Test Solutions Ltd,583238,32402.62,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Le17 4hb,Vendor
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Synaptec Ltd,583274,48676.67,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,G1 1xw,Grant
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Synaptec Ltd,583279,40153.41,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,G1 1xw,Grant
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,583280,85000.09,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Nw5 1lp,Grant
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Wase Ltd,583283,86582.27,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,W3 0tg,Grant
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The University Of Nottingham,583285,51734.91,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ng7 2rd,Vendor
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Senergy Innovations Ltd,583407,68630.75,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Bt8 8bd,Grant
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Luxus Ltd,583408,99881.48,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ln11 0lq,Grant
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Build Solar Ltd,583410,55282,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Tr1 2dp,Grant
26/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Latent Drive Ltd,583601,66431.34,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Dt2 8zb,Grant
26/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Power Enable Solutions Ltd,583667,60424.67,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Eh2 1df,Grant
26/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Open Climate Fix Ltd,583671,25469.42,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Se15 4by,Grant
26/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Re Ltd,583786,33286.08,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Se1 0hs,Grant
26/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Qdot Technology Ltd,584138,56204.25,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox11 0qx,Grant
26/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Deep Isolation Emea Ltd,584146,95445,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wc2n 5bw,Grant
27/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cognition Energy Ltd,584199,144253.9,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox9 3ez,Vendor
27/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,584304,34572.37,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Cr0 2ee,Vendor
28/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nova Innovation Ltd,584932,130217.22,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Eh6 6qh,Grant
01/03/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Pa Consulting Services Ltd,555568,60000,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sg8 6dp,Vendor
13/03/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,578621,40320,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3m 4aj,Vendor
13/03/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,578640,29760,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3m 4aj,Vendor
19/03/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Pa Consulting Services Ltd,580361,43632,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sg8 6dp,Vendor
27/03/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Ricardo-aea Ltd,574048,46419.6,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,Ox11 0qr,Vendor
20/03/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Energy Saving Trust Enterprises Ltd,580894,33345,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,N1 9ng,Vendor
19/03/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,University Of Leeds,580902,34750,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,Ls2 9jt,Grant
27/03/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Department For Business And Trade (Dbt),584731,100000,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,Sw1a 2dy,Vendor
27/03/2024,Talent And Beis Exclusive Training,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,584669,69500,Desnz - Desnz Corporate Services Admin-talent And Beis Exclusive Training,Fy5 3ta,Wga Only
27/03/2024,Talent And Beis Exclusive Training,Desnz - Corporate Services - Desnz - Human Resources,Cabinet Office,584669,168750,Desnz - Desnz Corporate Services Admin-talent And Beis Exclusive Training,Fy5 3ta,Wga Only
28/03/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Civil Nuclear Police Authority (Civil Nuclear Constabulary),585214,104032.53,Desnz - Civil Nuclear Police Authority Grant In Aid-grant-in-aid To Arms Length Bodies,Cw7 9gr,Wga Only
08/03/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Crdf Global,568152,58343.13,Desnz - Nuclear Security Programme-current Grants To Overseas Bodies,22209,Vendor
18/03/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",United States Department Of State,577279,600000,Desnz - Peaceful Uses-current Grants To Overseas Bodies,20520,Vendor
19/03/2024,Contributions,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Kings College London,580315,101873,Desnz - Nuclear Security Programme-contributions,Wc2r 2ls,Vendor
19/03/2024,Contributions,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Kings College London,580316,66127,Desnz - Nuclear Security Programme-contributions,Wc2r 2ls,Vendor
22/03/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",National Nuclear Laboratory Ltd,582718,433718.69,Desnz - Nuclear Safeguards Programme-other Professional Services,Wa3 6ae,Vendor
25/03/2024,Capital Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",United States Department Of Energy,582752,1200000,Desnz - Counter Nuclear Smuggling-capital Grants To Overseas Bodies,20585,Vendor
25/03/2024,Capital Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",United States Department Of Energy,582752,2935000,Desnz - Nuclear Material Security-capital Grants To Overseas Bodies,20585,Vendor
28/03/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",James Martin Center For Nonproliferation Studies,583438,30463.9,Desnz - Nuclear Security Programme-current Grants To Overseas Bodies,93940,Vendor
28/03/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Crdf Global,583468,26204.4,Desnz - Nuclear Security Programme-current Grants To Overseas Bodies,22209,Vendor
18/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",United Utilities Water Plc,570483,108298.89,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Wa55 1wa,Vendor
08/03/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environmental Resources Management Ltd,573812,433639.11,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,Ec3a 8aa,Vendor
07/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",United Utilities Water Plc,574035,29160.32,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Wa55 1wa,Vendor
04/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",E.On Uk Chp Ltd,575221,321392.32,Desnz - Net Zero Innovation - Hydrogen-r & D Current Grants To Private Sector - Npish,Cv4 8lg,Vendor
07/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",United Utilities Water Plc,575246,28873.43,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Wa55 1wa,Vendor
01/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Motive Fuels Ltd,575267,40032.77,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,S60 5wg,Vendor
04/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Danfoss Scotland Ltd,575553,203887.45,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh20 9tb,Grant
06/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University Of Exeter,575568,78936.41,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ex4 4rj,Grant
06/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University Of Exeter,575569,82846.48,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ex4 4rj,Grant
19/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Co2circulair B.V,575582,247172.79,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,6846cr,Vendor
04/03/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,575585,289548.35,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Research And Development Expenditure,Se1 9nt,Vendor
04/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Colorado Construction And Engineering Ltd,575593,130670,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh54 8as,Vendor
04/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ai Build Ltd,575610,114426.98,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,E10 7qp,Grant
04/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nnb Generation Company (Szc) Limited,575612,95601.97,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Rh10 1qq,Vendor
04/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Olympus Automation Ltd,575613,138510.56,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Pe2 6yn,Grant
04/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nnb Generation Company (Szc) Limited,575616,28758.48,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Rh10 1qq,Vendor
04/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The University Of Nottingham,575619,145000,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng7 2rd,Vendor
04/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nnb Generation Company (Szc) Limited,575620,28913.55,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Rh10 1qq,Vendor
04/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nnb Generation Company (Szc) Limited,575623,47242.5,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Rh10 1qq,Vendor
04/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The University Of Nottingham,575624,32118,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng7 2rd,Vendor
04/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sac Commercial Ltd,575640,43087.34,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Eh9 3jg,Vendor
05/03/2024,Nca - Additions - Venture Capital Fund,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Clean Growth Fund Lp,576039,439028.18,Desnz - Net Zero Innovation - Bioenergy And Vc-nca - Additions - Venture Capital Fund,Wc2h 0hf,Vendor
05/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Immaterial Ltd,576143,203159.35,Desnz - Net Zero Costs - Admin-r & D Outsourced Other,Cb4 0fw,Vendor
05/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environmental Power International (Uk Randd) Ltd,576146,56796.35,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sm4 4aw,Vendor
12/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Pietro Fiorentini Spa,576448,117600,Desnz - Net Zero Innovation - Built-r & D Outsourced Other,36057,Vendor
06/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Seagrown Ltd,576461,45429.03,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Yo13 0ae,Vendor
18/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",United Utilities Water Plc,577376,86694.13,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Wa55 1wa,Vendor
12/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Actuation Lab Ltd,578267,268093.78,Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other,Bs3 4ag,Vendor
14/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Exergy3 Ltd,578613,92164.63,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh4 2hs,Vendor
13/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Flogas Britain Ltd,578642,174957.36,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Le7 1pf,Vendor
13/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",New Energy Farms Eu Ltd,578684,196830.79,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sn8 1ne,Vendor
14/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",John Crane Uk Ltd,578967,73329.43,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sl1 4lu,Grant
14/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Twi Ltd,579040,64795.15,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Cb21 6al,Vendor
14/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Advanced Biofuel Solutions Ltd,579050,165261,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Gl7 4dd,Vendor
14/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo Uk Ltd,579052,211075.01,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bn43 5fg,Vendor
15/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,579339,61791.89,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Bt3 9dt,Vendor
15/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,579343,143701.17,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bt3 9dt,Vendor
15/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mahle Powertrain Ltd,579353,26219.01,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Nn5 5tz,Vendor
15/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mahle Powertrain Ltd,579355,40312.61,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Nn5 5tz,Vendor
18/03/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Energy And Utility Skills Ltd,579746,122651,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,B90 4bn,Vendor
19/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ukri - Science And Technology Facilities Council,579840,1088577.01,Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other,Np10 8qq,Wga Only
18/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",United Utilities Water Plc,580157,28873.43,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Wa55 1wa,Vendor
18/03/2024,Nca - Additions - Venture Capital Fund,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Clean Growth Fund Lp,580159,310416.06,Desnz - Net Zero Innovation - Bioenergy And Vc-nca - Additions - Venture Capital Fund,Wc2h 0hf,Vendor
19/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kellogg Company Of Great Britain Ltd,580206,182448.54,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,M50 2hf,Grant
20/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The Biorenewables Development Centre Ltd,580292,312166.2,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Yo19 5sn,Vendor
20/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kew Projects Ltd,580293,116179.23,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,B3 3hn,Vendor
20/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,580294,141984.85,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bt3 9dt,Vendor
19/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University Of Exeter,580298,39437.8,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ex4 4rj,Grant
19/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rolls-royce Plc,580310,410672.73,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,De24 8bj,Vendor
19/03/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",White Horse Energy Ltd,580375,134375.85,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Gl7 1yg,Vendor
19/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Haskoningdhv Uk Ltd,580381,78628.26,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Pe2 6fz,Grant
25/03/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Immaterial Ltd,581060,70569.66,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Cb4 0fw,Vendor
