Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
17/05/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Baringa Partners Llp,596744,46620,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sw1e 6aj,Vendor
17/05/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Baringa Partners Llp,596745,39600,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sw1e 6aj,Vendor
02/05/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Progressive Energy Ltd,593176,84752.14,Desnz - Net Zero Hydrogen Team-capital Grants To Private Sector - Companies,Gl10 3rf,Vendor
07/05/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Rwe Generation Uk Plc,594199,320192.04,Desnz - Net Zero Hydrogen Team-capital Grants To Private Sector - Companies,Sn5 6pb,Grant
09/05/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Progressive Energy Ltd,594752,57279.51,Desnz - Net Zero Hydrogen Team-capital Grants To Private Sector - Companies,Gl10 3rf,Vendor
31/05/2024,Uk Subscriptions 2,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Oxford Institute For Energy Studies,599722,40000,Desnz - Inz - Care Fund-uk Subscriptions 2,Ox2 6fa,Grant
09/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",South Bank University Enterprises Ltd,583401,41231.22,Desnz - Energy Research And Studies-r & D Outsourced Other,Se1 0aa,Vendor
07/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,583503,25607.75,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Kt22 7nl,Vendor
07/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,583507,29883.94,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Kt22 7nl,Vendor
07/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,583524,30421.64,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Kt22 7nl,Vendor
07/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ukri - Natural Environment Research Council,585909,34645.2,Desnz - Energy Research And Studies-r & D Outsourced Other,Np10 8qq,Wga Only
07/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,587677,32859.72,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Kt22 7nl,Vendor
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Economad Solutions Ltd,592849,28571.22,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Al5 2jq,Grant
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Flex Marine Power Ltd,592856,62213.36,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,G62 7ls,Grant
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Magallanes Tidal Energy Ltd,592861,153598.39,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Kw15 1zl,Vendor
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rfc Power Ltd,592863,93749.61,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Hg1 2pw,Vendor
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Digital Catapult Services Ltd,592899,110543.61,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Nw1 2ra,Vendor
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kensa Heat Pumps Ltd,592934,31750.17,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Tr4 8rj,Grant
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Corrie Energy Partners Ltd,592937,64874.89,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Rh17 6sn,Grant
07/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,593623,26133.4,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Rh4 1hj,Vendor
03/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Energy Systems Catapult Ltd,593644,115586.65,Desnz - International Science And Innovation-r & D Current Grants To Private Sector - Npish,B4 6bs,Vendor
03/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cheesecake Energy Ltd,593833,84677.35,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ng7 2tu,Vendor
03/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,593847,30111.69,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only
03/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",H2go Power Ltd,593852,55994.15,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,W12 0bz,Grant
28/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Frazer-nash Consultancy Ltd,594348,28577.82,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Rh4 1hj,Vendor
10/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Microlink Devices Uk Ltd,594960,61399.9,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sa12 7ax,Grant
10/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fetu Ltd,594971,56016.58,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Hx5 9hh,Grant
10/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Smart-ventilation Ltd,594986,109906.8,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Bt18 9hs,Grant
16/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Qbots Energy Ltd,596231,34245.64,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,M15 6se,Grant
17/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Space Solar Engineering,596509,51967.62,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox11 0qr,Grant
17/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Satellite Applications Catapult Ltd,596513,242728.16,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox11 0qr,Vendor
20/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Levistor Ltd,596893,218895.69,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sw20 0jy,Grant
20/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Brill Power Ltd,596894,36590.18,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox1 2ew,Grant
21/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cambridge Gan Devices Ltd,597172,37672.74,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Cb4 0dl,Grant
23/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Polycapture Ltd,597182,103312.3,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Cb3 0gt,Grant
24/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University Of Bristol,597883,122204.73,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Bs1 5ds,Vendor
31/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Qdot Technology Ltd,599493,65879.42,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox11 0qx,Grant
17/05/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Baringa Partners Llp,596754,35640,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sw1e 6aj,Vendor
03/05/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",United States Department Of State,588134,597720.03,Desnz - Peaceful Uses-current Grants To Overseas Bodies,20520,Vendor
23/05/2024,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Baringa Partners Llp,588269,27307.5,Desnz - Net Zero Costs - Admin-consultancy Expenditure,Sw1e 6aj,Vendor
22/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cambridge Carbon Capture Ltd,583256,99592.88,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Cb4 2hy,Vendor
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ccm Technologies Ltd,592839,59998.29,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ox5 1pf,Vendor
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",John Crane Uk Ltd,592841,76028.02,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sl1 4lu,Grant
01/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Net-zero Geosystems Ltd,592846,55674.56,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Se26 6ut,Vendor
01/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Supercritical Solutions Ltd,592848,108467.74,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,W5 1hs,Vendor
01/05/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environmental Resources Management Ltd,592857,359871.88,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,Ec3a 8aa,Vendor
01/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ft Pipeline Systems Ltd,592862,97803,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Ws13 7sy,Vendor
01/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Novelis Uk Ltd,592903,120255.79,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Wa4 1nn,Grant
01/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kellogg Company Of Great Britain Ltd,592904,284360.87,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,M50 2hf,Grant
01/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ipsos (Market Research) Ltd,592915,81945,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,E1w 1yw,Vendor
03/05/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,593851,31728.76,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Research And Development Expenditure,Se1 9nt,Vendor
14/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The University Of Nottingham,593877,77164.34,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng7 2rd,Vendor
14/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sqw Ltd T/A Sqw Consulting,593920,47340.25,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Ox1 1by,Vendor
07/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environmental Power International (Uk Randd) Ltd,594003,83131.37,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sm4 4aw,Vendor
13/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",White Horse Energy Ltd,594015,140279.81,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Gl7 1yg,Vendor
08/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Glass Futures Ltd,594376,43679.4,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2py,Vendor
08/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",British Ceramic Confederation Ltd,594556,418539.5,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,St4 2sa,Vendor
09/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",New Energy Farms Eu Ltd,594712,347139.32,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sn8 1ne,Vendor
09/05/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vattenfall Wind Power Ltd,594747,521875,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,Ec3a 8be,Vendor
09/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Lapwing Energy Ltd,594892,119455.35,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Dn10 5bz,Vendor
10/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Lapwing Energy Ltd,594951,119455.35,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Dn10 5bz,Vendor
10/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",C-capture Ltd,594989,255946.32,Desnz - Nspf Ukraine Support-r & D Current Grants To Private Sector - Npish,Ls12 2ep,Grant
10/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,595043,170537.36,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only
13/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Severn Wye Energy Agency Ltd,595360,79679.95,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Gl2 8dn,Grant
13/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The University Of Manchester,595369,763534.54,Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other,M13 9pl,Vendor
16/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Actuation Lab Ltd,595878,93098.21,Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other,Bs3 4ag,Vendor
15/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,595905,34525.65,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Bt3 9dt,Vendor
16/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,596243,109549.95,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only
16/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,596254,86592.8,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only
16/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Black Bull Biochar Ltd,596485,124444.48,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Se1 3le,Vendor
16/05/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,596487,267025.4,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Research And Development Expenditure,Se1 9nt,Vendor
16/05/2024,Nca - Additions - Venture Capital Fund,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Clean Growth Fund Lp,596490,314805.71,Desnz - Net Zero Innovation - Bioenergy And Vc-nca - Additions - Venture Capital Fund,Wc2h 0hf,Vendor
17/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",R And B Industrial Ltd,596753,47059.76,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sp10 3bb,Grant
20/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Net-zero Geosystems Ltd,596830,75545.61,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Se26 6ut,Vendor
21/05/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,597166,193218.16,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Research And Development Expenditure,Se1 9nt,Vendor
21/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,597466,504618.22,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bt3 9dt,Vendor
22/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Aecom Ltd,597497,40414.2,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Al1 3lx,Vendor
22/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Flogas Britain Ltd,597512,59742,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Le7 1pf,Vendor
22/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Flogas Britain Ltd,597513,324042,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Le7 1pf,Vendor
30/05/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Energy And Utility Skills Ltd,597731,49770,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,B90 4bn,Vendor
23/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,597768,95758.71,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Bt3 9dt,Vendor
23/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kew Projects Ltd,597913,572993.5,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,B3 3hn,Vendor
23/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,598072,386349.25,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bt3 9dt,Vendor
24/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,598134,42597.77,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only
24/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Glass Futures Ltd,598141,40906,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2py,Vendor
28/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Matrix Moulding Systems Ltd,598428,33442.17,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng23 5ff,Grant
28/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Novelis Uk Ltd,598512,258086.17,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Wa4 1nn,Grant
28/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Hive Composites Ltd,598548,220378.5,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Le11 3qf,Vendor
30/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Tetronics Technologies Ltd,599449,347318.39,Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other,Sn3 4de,Vendor
31/05/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Exergy3 Ltd,599465,267841.04,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh4 2hs,Vendor
31/05/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,599494,35702.21,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only
03/05/2024,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Energy Security & Resilience,Ncc Group Security Services Ltd,593185,39900,Desnz - Cyber Security Programme-consultancy Expenditure,M3 3aq,Vendor
10/05/2024,Capital Grants To Overseas Bodies,Desnz - Energy Markets & Supply - Desnz - Energy Security & Resilience,Speedy Asset Services Ltd,595257,108994.7,Desnz - Oda - Humanitarian Energy Resilience Support Ukraine-capital Grants To Overseas Bodies,Wa12 0jq,Vendor
08/05/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,594642,43668.42,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
09/05/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,594925,80939.63,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
20/05/2024,Clearing Account   - Cost - Furniture & Fittings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596511,292292,Ics - Dsit Cs Admin-clearing Account   - Cost - Furniture & Fittings,B3 2bj,Vendor
20/05/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596552,143263.04,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
20/05/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596553,97613.8,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
20/05/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596598,28268.49,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
20/05/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596755,968132.41,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
20/05/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596755,1666831.75,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
20/05/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596774,88184.25,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
20/05/2024,Courier Services,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596774,131586.78,Desnz - Devolved Admin-courier Services,B3 2bj,Vendor
20/05/2024,Minor Works,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596798,161338.98,Ics - Admin-minor Works,B3 2bj,Vendor
20/05/2024,Other Accommodation Charges,Ics - Integrated Corporate Services - Ics - Operations,Matrix Booking Ltd,596888,47613.6,Ics - Admin-other Accommodation Charges,W1d 3ql,Vendor
20/05/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596920,607269,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
20/05/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596920,1214538,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
20/05/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596921,33567.2,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
20/05/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596921,46426.27,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
20/05/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596921,68652.25,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
24/05/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,596926,29914.54,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
