Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
24/06/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Turner And Townsend Consulting Ltd,598513,193204.63,Desnz - Social Housing Decarbonisation Fund (Shdf)-Technical Advice / Services & Support,Ls18 4gh,Vendor
04/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Kensington & Chelsea,600318,464046.22,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W8 7nx,Vendor
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Ashford Borough Council,603936,335533.61,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Tn23 1pl,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cambridge City Council,603937,159925.32,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb2 3qj,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of York Council,603938,155000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Yo1 6ga,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Colchester City Council,603939,144312.88,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Co3 3wg,Vendor
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cottsway Housing Association Ltd,603940,91000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ox28 4yg,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Coventry City Council,603941,1402567.28,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cv1 5rr,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Crawley Borough Council,603942,282193.38,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Rh10 1uz,Vendor
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cross Keys Homes Ltd,603943,72857.14,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Pe2 7bz,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Westmorland And Furness Council,603944,300904.64,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,La9 4dq,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Exeter City Council,603945,202850,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ex1 1jn,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Fairhive Homes Ltd,603946,178698.84,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Hp20 2nj,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Flagship Housing Group,603947,219020,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nr1 1pd,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Golding Homes Ltd,603948,175001.65,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me14 1st,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Greensquareaccord Ltd,603949,1008710.37,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,B70 6qg,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Haig Housing Trust,603950,224625.67,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sm4 5ns,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Hinckley And Bosworth Borough Council,603951,53791.67,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Le10 0fr,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Homes Plus Ltd,603952,297746,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sy9 5ab,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Kingston Upon Hull City Council,603953,211000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Hu1 2ab,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Islington,603954,186975.58,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,N7 7ep,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Lincolnshire Housing Partnership Ltd,603955,1891996.36,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dn31 2lj,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Liverpool City Region Combined Authority,603956,4498582.19,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,L3 1bp,Vendor
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Local Space,603957,170768.28,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,E15 4bz,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Barnet,603958,50000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nw9 4ew,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Brent,603959,252075,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ha9 0fj,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Longhurst Group Ltd,603960,315512.04,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nn10 6bs,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Medway Council,603961,174086.24,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me4 4tr,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Milton Keynes Council,603962,1629820.95,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Mk9 3ej,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sovereign Network Homes Ltd,603963,500000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ha9 0hp,Vendor
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Newcastle City Council,603964,1032345.49,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ne3 9bh,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,North East Derbyshire District Council,603965,458672.69,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,S42 6ng,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nottingham City Council,603966,5000000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ng2 3ng,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nsah (Alliance Homes) Ltd,603967,162000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bs20 7aw,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Octavia Housing,603968,347328,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W10 5bn,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Peabody Trust,603969,1299006.42,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se1 7jb,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Kensington & Chelsea,603971,417000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W8 7nx,Vendor
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Kensington & Chelsea,603972,246250,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,W8 7nx,Vendor
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Royal Borough Of Greenwich,603973,317822.99,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Se18 6hq,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Rugby Borough Council,603974,133075.61,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cv21 2rr,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sanctuary Housing Association,603975,1212394.8,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Wr1 3zq,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Settle Group,603976,826483,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sg6 1ha,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Soha Housing Ltd,603977,467947,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ox11 7nn,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,South Cambridgeshire District Council,603978,79333.33,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb23 6ea,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,South Derbyshire District Council,603979,100000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,De11 0ah,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,South Holland District Council,603980,173200,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Pe11 2xq,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southend On Sea City Council,603981,52281.95,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ss2 6er,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southern Housing Group Ltd,603982,40409.67,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me9 8gu,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Southern Housing Group Ltd,603983,318725.25,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Me9 8gu,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stevenage Borough Council,603984,147536.73,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Sg1 1hn,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stonewater Ltd,603985,537885.65,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Le6 8ep,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Tees Valley Combined Authority,603987,4422343.55,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Dl2 1lu,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Thanet District Council,603988,242536.25,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ct9 1xz,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Together Housing Association,603989,473000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Hx1 2eb,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vivid Housing Ltd,603990,390628.95,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Po2 8hb,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Welwyn Hatfield Borough Council,603991,319546.94,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Al8 6ae,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Midlands Combined Authority,603992,219274.86,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,B19 3sd,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Northamptonshire Council,603993,259454.99,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Nn1 1ed,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Of England Combined Authority,603994,404685.16,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Bs1 6al,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,West Yorkshire Combined Authority,603995,1095279.39,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Ls1 2de,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,City Of Wolverhampton Council,603999,260451.6,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Wv1 1rl,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,London Borough Of Enfield,604000,106176.44,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,En1 3xf,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Uttlesford District Council,604001,633761,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Cb11 4er,Grant
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Blackpool Council,604002,25000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government,Fy1 3ah,Grant
11/06/2024,Uk Subscriptions,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Financial Times Ltd (The),601607,28047.6,Desnz - Devolved Admin-uk Subscriptions,Ec4m 9bt,Vendor
26/06/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Hfc Global Llc,599088,60000,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,70163,Vendor
07/06/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Rockefeller Philanthropy Advisors Inc,599939,50000,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,10008-7082,Vendor
03/06/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,599237,853130.29,Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant
03/06/2024,Capital Grants To Central Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,599239,26237.93,Desnz - Net Zero Innovation Technical Support-capital Grants To Central Government,E14 4pu,Grant
03/06/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,599241,35894,Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant
03/06/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,599425,27826.68,Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant
07/06/2024,R & D Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Energy Saving Trust Enterprises Ltd,601018,31535.5,Desnz - Mep Benefits Maximisation-r & D Research And Development Expenditure,N1 9ng,Vendor
10/06/2024,R & D Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Energy Systems Catapult Ltd,601477,33719.23,Desnz - Psd Strategy Projects-r & D Research And Development Expenditure,B4 6bs,Vendor
14/06/2024,Capital Grants To Public Corporations (Pcs),Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,602163,4783068.15,Desnz - Public Sector Decarbonisation Scheme (Psds)-Capital Grants To Public Corporations (Pcs),Ec4n 7be,Grant
27/06/2024,R & D Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Energy Systems Catapult Ltd,605323,54070.46,Desnz - Psd Strategy Projects-r & D Research And Development Expenditure,B4 6bs,Vendor
27/06/2024,Capital Grants To Central Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,605416,35894,Desnz - Net Zero Innovation Technical Support-capital Grants To Central Government,E14 4pu,Grant
27/06/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Salix Finance Ltd,605417,26237.93,Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant
03/06/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Trustmark 2005 Ltd,599438,42547.96,Desnz S&Ce Counter Fraud Team-outsourced Programme Management,Rg21 4eb,Grant
13/06/2024,Other Goods/Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Nuclear Decommissioning Authority,601504,228000,Desnz - Strategic Stakeholder Engagement-other Goods/Services,Ca24 3hw,Vendor
05/06/2024,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,600661,97499.67,Desnz - Rrems Business As Usual-it Management And Change - Application Support Services,Ec3m 3by,Vendor
06/06/2024,It Hosting Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Amazon Web Services Emea Sarl,600735,53688.63,Desnz - Rrems Business As Usual-it Hosting Services,L-2338,Vendor
10/06/2024,Ict Maintenance & Upkeep,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Nuvia Ltd,601246,122151.04,Desnz - Radiation Monitor Network-ict Maintenance & Upkeep,Wa3 6xg,Vendor
13/06/2024,Ict Maintenance & Upkeep,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Nuvia Ltd,601248,126322.68,Desnz - Radiation Monitor Network-ict Maintenance & Upkeep,Wa3 6xg,Vendor
11/06/2024,It Management And Change - Application Support Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Cgi It Uk Ltd,601619,63831.81,Desnz - Rrems Business As Usual-it Management And Change - Application Support Services,Ec3m 3by,Vendor
12/06/2024,It Hosting Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Amazon Web Services Emea Sarl,602147,52354.64,Desnz - Rrems Business As Usual-it Hosting Services,Ec2a 2fa,Vendor
26/06/2024,Audit Services,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Kpmg Llp,597105,44109.9,Desnz - Energy Price Guarantee - Domestic-audit Services,Wd17 1de,Vendor
26/06/2024,Audit Services,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Kpmg Llp,597108,37074.6,Desnz - Energy Price Guarantee - Domestic-audit Services,Wd17 1de,Vendor
26/06/2024,Audit Services,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Kpmg Llp,597109,38669.17,Desnz - Energy Price Guarantee - Domestic-audit Services,Wd17 1de,Vendor
26/06/2024,It Services,Ics - Integrated Corporate Services - Ics - Commercial,Bravosolution Uk Ltd,603599,72004.08,Ics - Admin-it Services,Ec1m 4as,Vendor
03/06/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),598074,10472123,Desnz - Rhi Domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant
11/06/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,598791,32896.23,Desnz - Boiler Upgrade Scheme (Programme)-Marketing And Media,Se1 0sw,Vendor
04/06/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),599501,95600968,Desnz - Rhi Non-domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant
05/06/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),599825,12879500,Desnz - Boiler Upgrade Scheme (Capital)-Capital Grants To Private Sector - Companies,Sw1p 3ge,Grant
06/06/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),600686,799445.35,Desnz - Boiler Upgrade Scheme (Programme)-Administration Of Grants And Awards,E14 4pu,Grant
11/06/2024,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ricardo-aea Ltd,601380,79001.5,Desnz - Energy Technology List Research & Products Policy Support Services-research And Development Expenditure,Ox11 0qr,Vendor
12/06/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Building Research Establishment (Bre),601883,37808.4,Desnz - Clean Heat Sap (Standard Assessment Procedure)-Outsourced Programme Management,Wd25 9xx,Vendor
12/06/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Building Research Establishment (Bre),601886,125572.44,Desnz - Clean Heat Sap (Standard Assessment Procedure)-Outsourced Programme Management,Wd25 9xx,Vendor
25/06/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),604932,920948.06,Desnz - Boiler Upgrade Scheme (Programme)-Administration Of Grants And Awards,E14 4pu,Grant
18/06/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Baringa Partners Llp,603525,46620,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sw1e 6aj,Vendor
19/06/2024,Recruitment Advice And Services,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Office For National Statistics,603105,33000,Desnz - Devolved Admin-recruitment Advice And Services,Np10 8xg,Wga Only
14/06/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Mannok Build Ltd,602466,79481.66,Desnz - Net Zero Hydrogen Team-capital Grants To Private Sector - Companies,Bt92 9gp,Grant
12/06/2024,Storage And Distribution,Ics - Integrated Corporate Services - Ics - Digital,Restore Plc,601863,25689.47,Ics - Admin-storage And Distribution,Rh1 5dy,Vendor
06/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The University Of Nottingham,583670,43870.48,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ng7 2rd,Vendor
04/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Aerofoil Energy Ltd,600038,27198.5,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sk10 5jb,Vendor
