Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
04/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Aerofoil Energy Ltd,600042,47842.76,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sk10 5jb,Vendor
05/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fp Mccann,600430,25476.28,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Bt45 8qa,Grant
06/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cambridge Photon Technology Ltd,600675,49655.18,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Cb24 8rx,Grant
12/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Digital Catapult Services Ltd,601906,57375.97,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Nw1 2ra,Vendor
12/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Guru Systems Ltd,601912,76623.54,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Se1 7pb,Grant
13/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Energy Systems Catapult Ltd,601970,28105,Desnz - Energy Research And Studies-r & D Outsourced Other,B4 6bs,Vendor
17/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Magallanes Tidal Energy Ltd,602866,49462.08,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Kw15 1zl,Vendor
20/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Solar Flow Ltd,603912,72912.6,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Sw11 3bq,Vendor
20/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Actuation Lab Ltd,603913,99302.41,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Bs3 4ag,Vendor
20/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Inductive Power Projection Ltd,603919,46078.7,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Pl26 6dg,Vendor
20/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbonlaces Solutions Limited,604004,73935.97,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Nw6 1ea,Vendor
24/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Synaptec Ltd,604392,40930.54,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,G1 1xw,Grant
25/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ongen Ltd,604668,59305.68,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Eh4 2hs,Grant
25/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Equiwatt Ltd,604696,94340.11,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ne8 3df,Grant
27/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ucl Consultants Ltd,604734,546705,Desnz - Energy Research And Studies-r & D Outsourced Other,W1t 4tj,Grant
26/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Concrete4change Ltd,604962,61280.67,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ng7 2qj,Grant
07/06/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Pa Consulting Services Ltd,600315,38784,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sg8 6dp,Vendor
06/06/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Pa Consulting Services Ltd,600694,48480,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sg8 6dp,Vendor
10/06/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,601478,36480,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3v 0as,Vendor
10/06/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,601483,36480,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3v 0as,Vendor
10/06/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,601484,38400,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3v 0as,Vendor
11/06/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Gemserv Limited,601541,30720,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Ec3v 0as,Vendor
18/06/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Baringa Partners Llp,603097,34650,Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sw1e 6aj,Vendor
04/06/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Ricardo-aea Ltd,595606,58024.8,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,Ox11 0qr,Vendor
18/06/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Ricardo-aea Ltd,601961,34815,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,Ox11 0qr,Vendor
14/06/2024,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",National Nuclear Laboratory Ltd,588636,39518.4,Desnz - Devolved Admin-misc. Non Procurement Spend,Wa3 6ae,Vendor
28/06/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Tpximpact Ltd,580164,78400,Ics - Admin-other It Consultancy,E1 1ew,Vendor
06/06/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Nuclear Decommissioning Authority,597096,194593.31,Desnz - Munnings-current Grants To Overseas Bodies,Sw1a 2eg,Vendor
13/06/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",University Of Bristol,602180,459996.47,Desnz - Nspf Ukraine Support-current Grants To Private Sector - Npish,Bs8 1qu,Vendor
20/06/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",International Criminal Police Organization (Interpol),603083,640000,Desnz - Counter Nuclear Smuggling-current Grants To Overseas Bodies,69006,Vendor
20/06/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Nuclear Decommissioning Authority,603906,227611.2,Desnz - Munnings-other Professional Services,Sw1a 2eg,Vendor
20/06/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Nuclear Decommissioning Authority,603914,202050,Desnz - Munnings-other Professional Services,Sw1a 2eg,Vendor
07/06/2024,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Guidehouse Europe Ltd,601017,37262.5,Desnz - Net Zero Costs - Admin-consultancy Expenditure,Ec2r 7hj,Vendor
20/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Flogas Britain Ltd,597514,159936.51,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Le7 1pf,Vendor
18/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Remediiate (Uk) Ltd,598511,111086.43,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Kt12 3hs,Grant
04/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Terravesta Farms Ltd,599704,401775.32,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ln1 5ab,Vendor
04/06/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,599967,31728.76,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Research And Development Expenditure,Se1 9nt,Vendor
04/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Perkins Engines Company Ltd,600003,232279.62,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Pe1 5fq,Grant
04/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rickerby Estates Ltd,600005,84713,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ca2 4au,Vendor
05/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The Biorenewables Development Centre Ltd,600006,204054.92,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Yo19 5sn,Vendor
04/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environmental Power International (Uk Randd) Ltd,600012,67481.82,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sm4 4aw,Vendor
07/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Co2circulair B.V,600472,289964.55,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,6846cr,Vendor
06/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",British Ceramic Confederation Ltd,600668,145253.3,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,St4 2sa,Vendor
07/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kew Projects Ltd,600719,113828.44,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,B3 3hn,Vendor
19/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",E.On Uk Chp Ltd,601211,194495.92,Desnz - Net Zero Innovation - Hydrogen-r & D Current Grants To Private Sector - Npish,Cv4 8lg,Vendor
11/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Exergy3 Ltd,601215,78967.94,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh4 2hs,Vendor
12/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Caldera Heat Batteries Ltd,601849,443771.23,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Po15 5tx,Grant
12/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University Of Oxford,601907,75185.19,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ox1 2jd,Vendor
12/06/2024,Nca - Additions - Venture Capital Fund,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Clean Growth Fund Lp,602161,127503.04,Desnz - Net Zero Innovation - Bioenergy And Vc-nca - Additions - Venture Capital Fund,Wc2h 0hf,Vendor
14/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Black Bull Biochar Ltd,602547,41233.91,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Se1 3le,Vendor
14/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cambridge Carbon Capture Ltd,602548,80417.6,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Cb4 2hy,Vendor
17/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University Of Exeter,602808,104176.59,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ex4 4rj,Grant
17/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Advanced Biofuel Solutions Ltd,602809,262645,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Gl7 4dd,Vendor
17/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Black Bull Biochar Ltd,602823,83103.77,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Se1 3le,Vendor
17/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo Uk Ltd,602824,164019.99,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bn43 5fg,Vendor
17/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Black Bull Biochar Ltd,602825,153000,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Se1 3le,Vendor
20/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Compact Syngas Solutions Ltd,602862,300526.84,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ch5 2qe,Vendor
27/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The Biorenewables Development Centre Ltd,603540,424257.31,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Yo19 5sn,Vendor
19/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Undercover Zero Research And Development Centre Ltd,603595,68790.31,Desnz - Net Zero Innovation - Hydrogen-r & D Current Grants To Private Sector - Npish,Tr15 3pl,Vendor
19/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Promethean Particles Ltd,603875,47665.38,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng7 3ef,Grant
19/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Promethean Particles Ltd,603880,45478.48,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng7 3ef,Grant
25/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Exergy3 Ltd,604393,165739.75,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh4 2hs,Vendor
24/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cheesecake Energy Ltd,604427,406282.9,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ng7 2tu,Vendor
24/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Glass Futures Ltd,604463,289011.36,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2py,Vendor
25/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Supercritical Solutions Ltd,604689,292451.26,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,W5 1hs,Vendor
25/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Plan B International Solutions Ltd,604701,81097.26,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Pl6 5wr,Vendor
25/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Stoli Catalysts Ltd,604713,67090.79,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Cv35 9ef,Grant
27/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Aberystwyth University,604732,484394.15,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sy23 3ah,Vendor
28/06/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Itm Power (Trading) Ltd,604939,873632.43,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,S9 1dz,Vendor
26/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Caldera Heat Batteries Ltd,604963,242420.59,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Po15 5tx,Grant
26/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Exergy3 Ltd,604964,78967.95,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Eh4 2hs,Vendor
26/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",United Utilities Water Plc,605335,89206.09,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Wa55 1wa,Vendor
27/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Actuation Lab Ltd,605351,234646.6,Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other,Bs3 4ag,Vendor
27/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sizewell C Ltd,605568,78440,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,W1t 4ez,Vendor
28/06/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Bsi Standards Ltd,605575,35600.04,Desnz - Net Zero Innovation - Hydrogen-r & D Research And Development Expenditure,W4 4al,Vendor
28/06/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",H2go Power Ltd,605649,404605.01,Desnz - Net Zero Innovation - Hydrogen-r & D Current Grants To Private Sector - Npish,W12 0bz,Grant
28/06/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,605844,891919.74,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Bt3 9dt,Vendor
11/06/2024,Other Professional Services,Desnz - Energy Markets & Supply - Desnz - Energy Security & Resilience,Arcanum Information Security Ltd,599998,93482.5,Desnz - Cyber Security Programme-other Professional Services,Cf82 8er,Vendor
13/06/2024,Professional Subscriptions,Ics - Integrated Corporate Services - Ics - Human Resources,Home Office,602292,35457.12,Ics - Desnz Cs Admin-professional Subscriptions,Np20 9bb,Wga Only
03/06/2024,Other Accommodation Charges,Ics - Integrated Corporate Services - Ics - Operations,Matrix Booking Ltd,598887,60165.41,Ics - Admin-other Accommodation Charges,W1d 3ql,Vendor
07/06/2024,Ca - Gpc New Procedures,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,601188,125289.56,Default-ca - Gpc New Procedures,Ts17 6yt,Vendor
07/06/2024,Ca - Gpc New Procedures,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,601192,59667.25,Default-ca - Gpc New Procedures,Ts17 6yt,Vendor
07/06/2024,Ca - Gpc New Procedures,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,601194,82366.03,Default-ca - Gpc New Procedures,Ts17 6yt,Vendor
07/06/2024,Ca - Gpc New Procedures,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,601196,56192.97,Default-ca - Gpc New Procedures,Ts17 6yt,Vendor
20/06/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,603878,29914.54,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
20/06/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,603878,59536.65,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
20/06/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,603888,32347.5,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
20/06/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,603892,33567.2,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
20/06/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,603892,57485.8,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
20/06/2024,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,603892,68652.25,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings,B3 2bj,Vendor
27/06/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,605420,80939.63,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
27/06/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,605422,28268.49,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
05/06/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Salix Finance Ltd,598460,1554411.8,Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,E14 4pu,Grant
05/06/2024,Capital Grants To Central Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Salix Finance Ltd,598462,119173.8,Desnz - Salix - Grant In Aid.-Capital Grants To Central Government,E14 4pu,Grant
24/06/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Turner And Townsend Consulting Ltd,598513,134873.1,Desnz - Hug 2-technical Advice / Services & Support,Ls18 4gh,Vendor
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Blackpool Council,602471,909473.41,Desnz - Hug 2-capital Grants To Local Government,Fy1 3ah,Grant
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Broadland District Council,602472,545535.15,Desnz - Hug 2-capital Grants To Local Government,Nr7 0du,Grant
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cambridge City Council,602473,852157.36,Desnz - Hug 2-capital Grants To Local Government,Cb2 3qj,Grant
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cheshire East Borough Council,602474,142213.85,Desnz - Hug 2-capital Grants To Local Government,Cw11 1hz,Wga Only
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Dartford Borough Council,602475,151502.55,Desnz - Hug 2-capital Grants To Local Government,Da1 1dr,Grant
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Dorset Council,602476,71758.75,Desnz - Hug 2-capital Grants To Local Government,Dt1 1xj,Vendor
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Lewes District Council,602477,55004.2,Desnz - Hug 2-capital Grants To Local Government,Bn21 4ug,Grant
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Portsmouth City Council,602478,2210705.53,Desnz - Hug 2-capital Grants To Local Government,Po1 2al,Wga Only
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sedgemoor District Council,602479,525478.05,Desnz - Hug 2-capital Grants To Local Government,Ta4 3ar,Grant
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Stroud District Council,602480,692641.51,Desnz - Hug 2-capital Grants To Local Government,Gl5 4ub,Vendor
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Suffolk County Council,602481,72572.35,Desnz - Hug 2-capital Grants To Local Government,Ip1 2bx,Wga Only
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Great Yarmouth Borough Council,602483,362284.86,Desnz - Hug 2-capital Grants To Local Government,Nr30 2qf,Grant
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Northumberland County Council,602484,1319413.27,Desnz - Hug 2-capital Grants To Local Government,Ne61 2ef,Grant
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Shropshire Council,602486,348163.83,Desnz - Hug 2-capital Grants To Local Government,Sy2 6nd,Wga Only
13/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wealden District Council,602487,123291.16,Desnz - Hug 2-capital Grants To Local Government,Bn27 2ax,Vendor
18/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Bristol City Council,603257,922956,Desnz - Hug 2-capital Grants To Local Government,Bs1 9ne,Wga Only
18/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Sheffield City Council,603258,175036.76,Desnz - Hug 2-capital Grants To Local Government,S1 2hh,Wga Only
20/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nottingham City Council,603259,1582916.98,Desnz - Hug 2-capital Grants To Local Government,Ng2 3ah,Wga Only
19/06/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Nottingham City Council,603260,2609462.03,Desnz - Hug 2-capital Grants To Local Government,Ng2 3ah,Wga Only
