Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
11/04/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Department For Business And Trade (Dbt),586702,345000,Desnz - Future Energy Systems-other Professional Services,Sw1a 2dy,Vendor
30/04/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Energy Saving Trust Enterprises Ltd,590029,39087,Desnz - Future Energy Systems-other Professional Services,N1 9ng,Vendor
02/04/2024,Advertising,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Mhp Group Ltd,585829,82803,Desnz - Great British Nuclear-advertising,W1w 7rt,Vendor
10/04/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Alexander Mann Solutions Ltd,587642,31916.16,Desnz - Great British Nuclear-other Professional Services,Ec2n 3aq,Vendor
11/04/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Alexander Mann Solutions Ltd,587643,83756.92,Desnz - Great British Nuclear-other Professional Services,Ec2n 3aq,Vendor
16/04/2024,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ashurst Llp,589100,480771.75,Desnz - Great British Nuclear-external Legal Advice And Service,E1 6pw,Vendor
03/04/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Baringa Partners Llp,585900,256660,Desnz - Wht Supply Chain M&E Research & Training-economic Consultancy & Research,Sw1e 6aj,Vendor
04/04/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Low Carbon Contracts Company Ltd,586623,72000,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies,E14 4pu,Vendor
05/04/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Low Carbon Contracts Company Ltd,586625,205610,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies,E14 4pu,Vendor
05/04/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Low Carbon Contracts Company Ltd,586626,180146,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies,E14 4pu,Vendor
05/04/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Low Carbon Contracts Company Ltd,586627,194148,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies,E14 4pu,Vendor
05/04/2024,Technical Advice / Services & Support,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Cornwall Insight Ltd,586691,41818.5,Desnz - Net Zero Costs - Admin-technical Advice / Services & Support,Nr1 1by,Vendor
08/04/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Low Carbon Contracts Company Ltd,587065,38341.75,Desnz - Low Carbon Contracts Company Non Budget-grant-in-aid To Arms Length Bodies,E14 4pu,Vendor
29/04/2024,Consultancy Expenditure,Ics - Integrated Corporate Services - Ics - Digital,The Copyright Licensing Agency Ltd,592118,26682.7,Ics - Admin-consultancy Expenditure,Se1 2hx,Vendor
18/04/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Energy Development,North Sea Transition Authority,589863,450000,Desnz - Oga Grant In Aid-grant-in-aid To Arms Length Bodies,Wc1b 3hf,Wga Only
02/04/2024,Utilisation Of Provisions - British Energy,"Desnz - Net Zero, Nuclear & International - Desnz - British Energy Historic Payments",Nuclear Decommissioning Authority,580249,6944527.47,Desnz - British Energy Historic Liabilities Funding-utilisation Of Provisions - British Energy,Ca24 3hw,Vendor
04/04/2024,Consultancy Expenditure,Ics - Integrated Corporate Services - Ics - Operations,Actica Consulting Ltd,586591,33400,Ics - Admin-consultancy Expenditure,Gu2 7rf,Vendor
10/04/2024,Consultancy Expenditure,Ics - Integrated Corporate Services - Ics - Operations,Deloitte Llp,587692,92000,Ics - Admin-consultancy Expenditure,Mk9 1fd,Vendor
25/04/2024,Consultancy Expenditure,Ics - Integrated Corporate Services - Ics - Operations,Deloitte Llp,591563,115000,Ics - Admin-consultancy Expenditure,Mk9 1fd,Vendor
03/04/2024,Finance & Accounting Advice,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Pricewaterhousecoopers Llp,585935,271964.69,Desnz - New Nuclear Sizewell C (Net Zero)-Finance & Accounting Advice,Wc2n 6rh,Vendor
15/04/2024,Ppm Consultancy,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Pa Consulting Services Ltd,586624,68868,Desnz - New Nuclear Sizewell C (Net Zero)-Ppm Consultancy,Sw1e 5dn,Vendor
08/04/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Ove Arup And Partners Ltd,587024,85512.5,Desnz - New Nuclear Sizewell C (Net Zero)-Technical Advice / Services & Support,W1t 4bj,Vendor
09/04/2024,Legal Services And Advice Agency,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Linklaters Llp,587300,31874.3,Desnz - New Nuclear Sizewell C (Net Zero)-Legal Services And Advice Agency,Ec2y 8hq,Vendor
23/04/2024,Legal Services And Advice Agency,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Linklaters Llp,587302,1139115.19,Desnz - New Nuclear Sizewell C (Net Zero)-Legal Services And Advice Agency,Ec2y 8hq,Vendor
09/04/2024,Legal Services And Advice Agency,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Linklaters Llp,587303,68664,Desnz - New Nuclear Sizewell C (Net Zero)-Legal Services And Advice Agency,Ec2y 8hq,Vendor
15/04/2024,Nca - Additions - Shares And Equities - Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Nnb Holding Company (Szc) Ltd,589073,50000000,Desnz - Sizewell C Financing-nca - Additions - Shares And Equities - Central Government,W1t 4ez,Vendor
17/04/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Barclays Bank Plc,589475,150000,Desnz - New Nuclear Sizewell C (Net Zero)-Consultancy Expenditure,E14 5hp,Vendor
02/04/2024,External Legal Advice And Service,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Dentons Uk And Middle East Llp,585835,45444.36,Desnz - Net Zero Costs - Admin-external Legal Advice And Service,Ec4m 7ws,Vendor
05/04/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Gl Industrial Services Uk Ltd,586678,88265.93,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Le11 3gr,Vendor
26/04/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Mott Macdonald Ltd,591810,67548.33,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Cr0 2ee,Vendor
02/04/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Nuclear Decommissioning Authority,580250,460000000,Desnz - Nuclear Decommissioning Authority Grant In Aid-grant-in-aid To Arms Length Bodies,Ca24 3hu,Vendor
30/04/2024,Cl - Cash Cfers Paid Over To Hmt,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Consolidated Fund Account 6622,592944,21000000,Desnz - Nuclear Decommissioning Authority Grant In Aid-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
02/04/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Cag Consult Llp T/A Cag Consultants,585491,28948.04,Desnz - Uk Role In Eu Ets-economic Consultancy & Research,Ec3n 1ls,Vendor
04/04/2024,Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Astraeus Consulting Ltd,586287,83635,Desnz - Uk Role In Eu Ets-other It Consultancy,M50 1rd,Vendor
29/04/2024,Business Management Advice,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Pa Consulting Services Ltd,589090,55422,Desnz - Uk Role In Eu Ets-business Management Advice,Sw1e 5dn,Vendor
29/04/2024,Business Management Advice,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Pa Consulting Services Ltd,589094,49824,Desnz - Uk Role In Eu Ets-business Management Advice,Sw1e 5dn,Vendor
29/04/2024,Business Management Advice,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Pa Consulting Services Ltd,589096,75470.4,Desnz - Uk Role In Eu Ets-business Management Advice,Sw1e 5dn,Vendor
25/04/2024,International Subscriptions,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,International Carbon Action Partnership (Icap),590651,200021.32,Desnz - Uk Role In Eu Ets-international Subscriptions,10963,Vendor
02/04/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Clyde & Co Llp,585480,33147,Desnz - Amd: British Shipbuilders Provision-utilisation Of Provisions - Purchase Of Goods & Services - Other,Ne1 3az,Vendor
08/04/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Energy Development,Coal Authority,587244,3000000,Desnz - Payment Of Grant In Aid To The Coal Authority-grant-in-aid To Arms Length Bodies,Ng18 4rg,Vendor
08/04/2024,Ca - Beis Coal Health Gbs Account,Desnz - Energy Infrastructure - Desnz - Energy Development,Beis Coal Health,587246,400000,Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferr-ca - Beis Coal Health Gbs Account,Sw1h 0et,Vendor
08/04/2024,Utilisation Of Provisions - Social Assistance Benefits - Concessionary,Desnz - Energy Infrastructure - Desnz - Energy Development,Homefire Group Ltd,587258,714980.36,"Desnz - Concessionary Fuel Scheme Costs (Includes Supply, Distribution & Contrac-utilisation Of Provisions - Socialassistance Benefits - Concessionary",S21 1tz,Vendor
19/04/2024,Ca - Beis Concessionary Fuel Gbs Account,Desnz - Energy Infrastructure - Desnz - Energy Development,Beis Concessionary Fuel Gbs Account,589452,453401.07,Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferr-ca - Beis Concessionary Fuel Gbs Account,Sw1h 0et,Vendor
24/04/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Cms Cameron Mckenna Nabarro Olswang Llp,591093,375670.58,Desnz - Coal Health Administration Costs Including Legal Defence And Records Man-utilisation Of Provisions - Purchase Of Goods & Services - Other,Ec4n 6af,Vendor
03/04/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Four Communications Ltd,566220,32161.54,Desnz - Energy Saving Campaign-marketing And Media,E1 1fx,Vendor
15/04/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,584258,33414.72,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
02/04/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Four Communications Ltd,585397,178486.1,Desnz - Energy Saving Campaign-marketing And Media,E1 1fx,Vendor
19/04/2024,Technical Advice / Services & Support,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Afry Management Consulting Ltd,590103,29000,Desnz - Ccs Projects-technical Advice / Services & Support,Ox1 1jd,Vendor
04/04/2024,Consultancy Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Icf Consulting Services Ltd,586305,32168.12,Desnz - Industrial Energy Transformation Scheme-consultancy Expenditure,Ec4r 1be,Vendor
02/04/2024,Consultancy Expenditure,Desnz - Corporate Services - Desnz - Human Resources,Pa Consulting Services Ltd,585258,35999.6,Desnz - Devolved Admin-consultancy Expenditure,Sg8 6dp,Vendor
02/04/2024,Consultancy Expenditure,Desnz - Corporate Services - Desnz - Human Resources,Pa Consulting Services Ltd,585358,53999,Desnz - Devolved Admin-consultancy Expenditure,Sg8 6dp,Vendor
02/04/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Forest Research,585334,487958.45,Desnz - Greenhouse Gas Emissions Inventory-r & D Current Grants To Private Sector - Npish,Gu10 4lh,Grant
02/04/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,585826,361315.33,Desnz - Climate Science Capability-r & D Outsourced Other,Ox11 0qr,Vendor
25/04/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,590035,101667.85,Ics - Desnz Cs Admin-uksbs - Service Costs,Np10 8qq,Vendor
25/04/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,590039,101667.85,Ics - Admin-uksbs - Service Costs,Np10 8qq,Vendor
26/04/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Carbon Trust Singapore Pte. Ltd,591115,50000,Desnz - Inz - Care Fund-current Grants To Overseas Bodies,049514,Vendor
26/04/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Carbon Trust Singapore Pte. Ltd,591116,41857,Desnz - Inz - Care Fund-current Grants To Overseas Bodies,049514,Vendor
16/04/2024,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Office For Nuclear Regulation,589350,55513.72,Desnz - Devolved Admin-misc Non Procurement Spend,Np10 8fz,Vendor
30/04/2024,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Office For Nuclear Regulation,592476,33449.04,Desnz - Devolved Admin-misc Non Procurement Spend,Np10 8fz,Vendor
11/04/2024,Utilisation Of Provisions - Early Departure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),588380,244000,Desnz - Ukaea Restructuring-utilisation Of Provisions - Early Departure,Ox14 3db,Wga Only
11/04/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),588380,22321718,Desnz - Ukaea Financing-grant-in-aid To Arms Length Bodies,Ox14 3db,Wga Only
02/04/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Kantar Public Uk Ltd T/A Verian,585507,26224,Desnz - Energy Savings Advice Service-economic Consultancy & Research,Sw1p 3ja,Vendor
16/04/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Softwire Technology Ltd,587001,27562.5,Desnz - Energy Savings Advice Service-technical Advice / Services & Support,Nw5 1tl,Vendor
11/04/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Kpmg Llp,588107,34588.9,Desnz - Data Analytics And Business Statistics-r & D Economic Consultancy And Research,Wd17 1de,Vendor
11/04/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Kpmg Llp,588107,207533.41,Desnz - Data Analytics And Business Statistics-r & D Economic Consultancy And Research,Wd17 1de,Vendor
18/04/2024,Other It Consultancy,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Microsoft Ltd,589770,110252.4,Desnz - Devolved Admin-other It Consultancy,Rg6 1wg,Vendor
02/04/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Building Research Establishment Ltd (Bre),585357,92812,Desnz - Energy Statistics And Data-r & D Economic Consultancy And Research,Wd25 9xx,Vendor
02/04/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Centre For Sustainable Energy,581636,28858.2,Desnz - Hydrogen Heating - Cdel Expenditure-economic Consultancy & Research,Bs1 3lh,Vendor
30/04/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Serco Ltd,590599,44031.73,Desnz - Dwp Warm Home Discount Delivery-technical Advice / Services & Support,Nn17 9gy,Vendor
30/04/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Serco Ltd,590599,273251.78,Desnz - Dwp Warm Home Discount Delivery-technical Advice / Services & Support,Nn17 9gy,Vendor
30/04/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Serco Ltd,590599,317283.51,Desnz - Dwp Warm Home Discount Delivery-technical Advice / Services & Support,Nn17 9gy,Vendor
22/04/2024,Technical Advice / Services & Support,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Wsp Uk Ltd,585247,948324.34,Desnz - Eu Exit: No Specific Dexeu Issue Prog-technical Advice / Services & Support,M15 4rp,Vendor
02/04/2024,Finance & Accounting Advice,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Deloitte Llp,585363,272250,Desnz - Eu Exit: No Specific Dexeu Issue Prog-finance & Accounting Advice,Ec4a 3hq,Vendor
02/04/2024,Finance & Accounting Advice,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Deloitte Llp,585367,82200,Desnz - Eu Exit: No Specific Dexeu Issue Prog-finance & Accounting Advice,Ec4a 3hq,Vendor
08/04/2024,Economic Consultancy & Research,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Ipsos (Market Research) Ltd,587021,39932,Desnz - Ccs Projects-economic Consultancy & Research,E1w 1yw,Vendor
11/04/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Strat-edgy Llp,587948,68000,Desnz - Ccs Projects-consultancy Expenditure,So42 7wl,Vendor
16/04/2024,Finance & Accounting Advice,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Ernst And Young Llp,589080,996456.12,Desnz - Eu Exit: No Specific Dexeu Issue Prog-finance & Accounting Advice,Se1 2af,Vendor
16/04/2024,Legal Services And Advice Agency,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Ashurst Llp,589082,680280.94,Desnz - Eu Exit: No Specific Dexeu Issue Prog-legal Services And Advice Agency,E1 6pw,Vendor
26/04/2024,Current Grants To Private Sector - Npish,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Environment Agency,589783,189251.49,Desnz - Ccs Projects-current Grants To Private Sector - Npish,Np10 8fz,Wga Only
25/04/2024,Current Grants To Central Government,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Office Of Gas And Electricity Markets (Ofgem),591386,297625.28,Desnz - Eu Exit: No Specific Dexeu Issue Prog-current Grants To Central Government,E14 4pu,Grant
11/04/2024,Ca - Clarity Travel Management,Ics - Integrated Corporate Services - Ics - Digital,Corporate Travel Management (North) Ltd,587991,447979.35,Default-ca - Clarity Travel Management,Bd1 5hq,Vendor
11/04/2024,Ca - Clarity Travel Management,Ics - Integrated Corporate Services - Ics - Digital,Corporate Travel Management (North) Ltd,588246,299429.92,Default-ca - Clarity Travel Management,Bd1 5hq,Vendor
15/04/2024,Ca - Clarity Travel Management,Ics - Integrated Corporate Services - Ics - Digital,Corporate Travel Management (North) Ltd,589070,44086.78,Default-ca - Clarity Travel Management,Bd1 5hq,Vendor
10/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Third Generation Environmentalism Ltd (E3g),587666,75000,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,Se1 0es,Vendor
16/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Oecd (Organisation For Economic Co-operation And Development),588791,150000,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,75775,Vendor
09/04/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Tecknuovo Ltd,585238,86727.5,Ics - Admin-other It Consultancy,Se1 1ja,Vendor
12/04/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Triad Group Plc,588105,148422,Ics - Admin-it Services,Mk7 8le,Vendor
22/04/2024,Other Professional Services,Ics - Integrated Corporate Services - Ics - Digital,Fujitsu Services Ltd,588301,55586,Ics - Admin-other Professional Services,Wa3 9bd,Vendor
22/04/2024,Other Professional Services,Ics - Integrated Corporate Services - Ics - Digital,Fujitsu Services Ltd,588307,57707,Ics - Admin-other Professional Services,Wa3 9bd,Vendor
18/04/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Bjss Ltd,589648,54241.75,Ics - Admin-technical Advice / Services & Support,Ls1 4hr,Vendor
18/04/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Bjss Ltd,589703,49773.28,Ics - Admin-technical Advice / Services & Support,Ls1 4hr,Vendor
18/04/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Ibm United Kingdom Ltd,589727,108508.13,Ics - Admin-it Services,Po6 3ae,Vendor
19/04/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Baringa Partners Llp,552154,62200,"Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)-R & D Economic Consultancy And Research",Sw1e 6aj,Vendor
10/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Grant Thornton Uk Llp,585901,46009.58,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,Ec2a 1ag,Vendor
11/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Grant Thornton Uk Llp,588108,93413.62,Desnz - Inz - Care Fund-current Grants To Private Sector - Npish,Ec2a 1ag,Vendor
02/04/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),580147,8862017,Desnz - Rhi Domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant
02/04/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),585207,98258454,Desnz - Rhi Non-domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant
30/04/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),592814,6105293,Desnz - Rhi Domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant
19/04/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Ipsos (Market Research) Ltd,582244,48750,Desnz - International Climate Finance (Icf)-Other Professional Services,E1w 1yw,Vendor
08/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",University Of Exeter,586978,248113,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Ex4 4qj,Grant
08/04/2024,Capital Grants - International Subscriptions,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",United Nations Framework Convention On Climate Change,587210,1000000,Desnz - International Climate Finance (Icf)-Capital Grants - International Subscriptions,53113,Grant
09/04/2024,Capital Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Emergent Forest Finance Accelerator Inc,587211,1000000,Desnz - International Climate Finance (Icf)-Capital Grants To Overseas Bodies,10010,Grant
10/04/2024,Nca - Additions - Investment Funds,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Fmo - Netherlands Development Finance Company,587681,12986994.35,Desnz - International Climate Finance (Icf)-Nca - Additions - Investment Funds,2593 Hw,Grant
10/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Oecd (Organisation For Economic Co-operation And Development),587684,1800000,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Cedex 16,Vendor
16/04/2024,Ncl - Accruals - Oda Promissory Notes,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Bank Of England,588312,4000000,Desnz - International Climate Finance (Icf)-Ncl - Accruals - Oda Promissory Notes,Ec2r 8ah,Vendor
25/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",World Resources Institute,590315,3037950,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Dc 20002,Grant
26/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Pricewaterhousecoopers Llp,591579,214890.88,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Se1 2rd,Vendor
29/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Pricewaterhousecoopers Llp,591580,933614.1,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Se1 2rd,Vendor
29/04/2024,Current Grants To Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Cabinet Office,591867,32490,Desnz - International Climate Finance (Icf)-Current Grants To Central Government,Np10 8fz,Wga Only
30/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Niras Group (Uk) Ltd,592468,58806.44,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Sl5 7jr,Vendor
30/04/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Dai Global Uk Ltd,592809,598713.07,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Hp3 9td,Vendor
02/04/2024,Training And Development Expenditure,Desnz - Energy Markets & Supply - Desnz - Energy Security & Resilience,Serco Ltd,585356,40282.44,Desnz - Emergency Response Training-training And Development Expenditure,Nn17 9gy,Vendor
